"","Name","Season","Apps","Mins","Assists","KeyP","AvgP","PS","Crosses","LongB","ThrB","Rating","Team.x","Meta","Team.y","Cost"
"1205","Andrew Crofts",2011,"13(11)",1289,1,0.7,19.5,78,0.3,1.3,0,6.34,"Norwich","DMC",NA,NA
"1206","Aron Gunnarsson",2013,"17(6)",1540,2,0.6,22.6,77.6,0,1,0,6.5,"Cardiff","DMC",NA,NA
"1207","Ashley Westwood",2012,"28(2)",2463,6,1.1,44.5,84.7,1.1,3.1,0.1,6.92,"Aston Villa","DMC",NA,NA
"1208","Ashley Westwood",2013,"35",3081,2,1.9,46.5,82.9,1.3,4.8,0,6.83,"Aston Villa","DMC",NA,NA
"1209","Ashley Westwood",2014,"25(2)",2152,1,1.3,49.1,83.7,0.9,4.1,0.1,6.66,"Aston Villa","DMC",NA,NA
"1210","Ashley Westwood",2015,"31(1)",2720,2,1.3,47.3,82.9,1.1,3.6,0,6.69,"Aston Villa","DMC",NA,NA
"1211","Claudio Yacob",2012,"29(1)",2484,0,0.2,41.5,87.4,0,2.4,0,6.88,"West Bromwich Albion","DMC","west-bromwich-albion",2550000
"1212","Claudio Yacob",2013,"22(5)",1844,0,0.3,35.2,87.2,0,1.9,0,6.84,"West Bromwich Albion","DMC","west-bromwich-albion",3830000
"1213","Claudio Yacob",2014,"16(4)",1390,0,0.2,26.6,79.3,0.1,1.1,0,6.84,"West Bromwich Albion","DMC","west-bromwich-albion",5100000
"1214","Claudio Yacob",2015,"33(1)",2854,1,0.2,32.1,78.3,0.1,1.8,0,6.99,"West Bromwich Albion","DMC","west-bromwich-albion",3400000
"1215","Claudio Yacob",2016,"13",1106,0,0.2,32.2,81.3,0.1,1.8,0,6.95,"West Bromwich Albion","DMC","west-bromwich-albion",3400000
"1216","Daniel Amartey",2016,"9(2)",835,1,0.8,37.9,83.5,0.1,2.2,0,6.5,"Leicester","DMC","leicester-city",4250000
"1217","Daniel Drinkwater",2014,"16(7)",1488,0,0.4,41,79.4,0.3,1.9,0,6.7,"Leicester","DMC",NA,NA
"1218","Daniel Drinkwater",2015,"35",3039,7,1.3,56.7,77.6,0.3,3.9,0.3,7.3,"Leicester","DMC",NA,NA
"1219","Daniel Drinkwater",2016,"12",1069,1,0.6,68.8,78.9,0.1,5.2,0.1,6.94,"Leicester","DMC",NA,NA
"1220","David Fox",2011,"23(5)",1935,3,1.4,52.1,83,1.4,6,0,6.6,"Norwich","DMC",NA,NA
"1221","Fernandinho",2013,"29(4)",2609,3,1.2,50.9,88.3,0.1,2.7,0.1,7.4,"Manchester City","DMC","manchester-city",27200000
"1222","Fernandinho",2014,"25(8)",2273,3,0.9,52.5,88.5,0.1,1.5,0.2,7.19,"Manchester City","DMC","manchester-city",27200000
"1223","Fernandinho",2015,"31(2)",2732,2,0.9,56.7,87.4,0.1,2.5,0,7.17,"Manchester City","DMC","manchester-city",23800000
"1224","Fernandinho",2016,"14",1260,1,1.1,71.5,86.1,0.1,4.1,0.1,7.15,"Manchester City","DMC","manchester-city",23800000
"1225","Fernando",2014,"22(3)",1881,2,0.5,47.6,91.1,0.1,2,0,6.89,"Manchester City","DMC","manchester-city",14880000
"1226","Fernando",2015,"17(7)",1713,0,0.3,38.1,89,0,2,0,6.95,"Manchester City","DMC","manchester-city",13600000
"1227","Glenn Whelan",2009,"25(8)",2353,2,0.8,31.2,71.6,0.6,2.6,0.1,6.73,"Stoke","DMC","stoke-city",2130000
"1228","Glenn Whelan",2010,"14(15)",1348,1,0.5,21.6,78.4,0.1,2.4,0,6.49,"Stoke","DMC","stoke-city",2550000
"1229","Glenn Whelan",2011,"27(3)",2486,1,1,40.7,79.4,0.5,4.9,0.1,6.73,"Stoke","DMC","stoke-city",2980000
"1230","Glenn Whelan",2012,"31(1)",2593,4,1.3,40,81.8,1.4,3.3,0.1,6.91,"Stoke","DMC","stoke-city",3400000
"1231","Glenn Whelan",2013,"28(4)",2362,1,0.9,43.9,87.6,0.4,3.5,0,6.77,"Stoke","DMC","stoke-city",4250000
"1232","Glenn Whelan",2014,"26(2)",2265,0,0.7,47.6,84.6,0.3,3.2,0,6.91,"Stoke","DMC","stoke-city",2980000
"1233","Glenn Whelan",2015,"37",3174,1,0.7,55.9,87,0.1,2.8,0,6.8,"Stoke","DMC","stoke-city",1700000
"1234","Glenn Whelan",2016,"11(1)",951,0,0.9,47.8,84.5,0.1,4.3,0,6.54,"Stoke","DMC","stoke-city",2550000
"1235","Ian Evatt",2010,"36(2)",3216,3,0.4,35.2,73.9,0,3.5,0,7,"Blackpool","DMC",NA,NA
"1236","Jack Cork",2012,"28",2431,0,0.8,52.1,83.6,0.3,2,0.1,6.88,"Southampton","DMC","southampton-fc",1280000
"1237","Jack Cork",2013,"21(7)",1736,1,0.5,47.6,86,0.1,4,0,6.79,"Southampton","DMC","southampton-fc",2130000
"1238","Jack Cork",2015,"28(7)",2545,2,0.9,48.9,83.8,0.1,2.3,0.1,7.05,"Swansea","DMC","swansea-city",3400000
"1239","Jack Cork",2016,"11(1)",945,0,0.7,47.3,81.9,0.1,1.7,0,6.53,"Swansea","DMC","swansea-city",4250000
"1240","Jem Karacan",2012,"21",1608,1,0.5,31.2,80.2,0.1,2,0,6.62,"Reading","DMC",NA,NA
"1241","John Obi Mikel",2009,"21(4)",1746,1,0.7,53.1,89.8,0.1,4.8,0.1,7.04,"Chelsea","DMC",NA,NA
"1242","John Obi Mikel",2010,"28",2219,1,0.8,64.4,89.5,0,5.1,0.2,7.07,"Chelsea","DMC",NA,NA
"1243","John Obi Mikel",2011,"15(7)",1327,0,0.4,49.5,90.2,0,3.7,0.1,6.7,"Chelsea","DMC",NA,NA
"1244","John Obi Mikel",2012,"19(3)",1628,0,0.3,53,88.9,0,3.3,0,6.75,"Chelsea","DMC",NA,NA
"1245","John Obi Mikel",2013,"11(13)",1065,1,0.4,28.5,89.5,0,2.5,0,6.66,"Chelsea","DMC",NA,NA
"1246","John Obi Mikel",2014,"6(12)",697,1,0.1,29.3,90.7,0,1.2,0,6.44,"Chelsea","DMC",NA,NA
"1247","John Obi Mikel",2015,"19(6)",1784,1,0.2,49.7,89.5,0,1.9,0,6.68,"Chelsea","DMC",NA,NA
"1248","Jordy Clasie",2015,"20(2)",1554,0,0.6,34.9,81.5,0.3,2.3,0,6.71,"Southampton","DMC","southampton-fc",6800000
"1249","Jordy Clasie",2016,"6(2)",502,0,0.4,36.8,83.3,0,1.9,0,6.26,"Southampton","DMC","southampton-fc",9350000
"1250","Jose Canas",2013,"19(4)",1670,0,0.1,62.4,90.8,0,4.3,0,6.6,"Swansea","DMC",NA,NA
"1251","Karim El Ahmadi",2012,"12(8)",1169,0,0.7,30.8,85.2,0.2,1.3,0,6.48,"Aston Villa","DMC",NA,NA
"1252","Karim El Ahmadi",2013,"26(5)",2188,1,0.6,23.2,81.9,0.2,0.4,0,6.61,"Aston Villa","DMC",NA,NA
"1253","Keith Southern",2010,"11(10)",1084,0,0.7,21.7,84.9,0.1,0.7,0,6.43,"Blackpool","DMC",NA,NA
"1254","Ki Sung0yueng",2012,"20(9)",2037,2,1.1,55.8,92.7,0.6,5.9,0.1,6.78,"Swansea","DMC",NA,NA
"1255","Ki Sung0yueng",2013,"25(2)",2185,1,1,44.3,90.8,0.1,3.6,0,6.8,"Sunderland","DMC",NA,NA
"1256","Ki Sung0yueng",2014,"30(3)",2690,1,0.8,51.7,89.8,0.1,2,0.1,7.1,"Swansea","DMC",NA,NA
"1257","Ki Sung0yueng",2015,"21(7)",1853,1,0.8,41.8,90.9,0.1,3.5,0,6.57,"Swansea","DMC",NA,NA
"1258","Ki Sung0yueng",2016,"5(6)",542,0,0.5,26.9,91.2,0.2,1.8,0,6.35,"Swansea","DMC",NA,NA
"1259","Liam Bridcutt",2014,"10(8)",908,2,0.5,27.3,81.3,0.2,1.1,0,6.6,"Sunderland","DMC","sunderland-afc",3830000
"1260","Liam Lawrence",2009,"14(11)",1379,2,1,16.7,72.2,1.4,0.9,0.1,6.74,"Stoke","DMC","stoke-city",2550000
"1261","Marten de Roon",2016,"9(1)",773,0,0.2,38.2,81.9,0,1.9,0,6.54,"Middlesbrough","DMC","middlesbrough-fc",8500000
"1262","Matthew James",2014,"20(7)",1892,1,1.4,30.1,81,1.1,1.5,0,6.87,"Leicester","DMC",NA,NA
"1263","Mikele Leigertwood",2012,"29(1)",2646,0,0.4,42.2,75.4,0,3,0.1,6.83,"Reading","DMC",NA,NA
"1264","Mile Jedinak",2013,"38",3389,1,0.9,42.5,71.9,0,3.2,0,7.55,"Crystal Palace","DMC","crystal-palace",1280000
"1265","Mile Jedinak",2014,"24",2081,3,0.6,39.7,66.6,0.2,2.1,0,7.55,"Crystal Palace","DMC","crystal-palace",2130000
"1266","Mile Jedinak",2015,"16(11)",1531,0,0.3,30.7,71.6,0,1.9,0,6.77,"Crystal Palace","DMC","crystal-palace",5100000
"1267","Mohamed Elneny",2016,"5(4)",449,1,0.3,45.4,92.7,0.2,1.9,0,6.52,"Arsenal","DMC","arsenal-fc",7230000
"1268","Morgan Schneiderlin",2012,"36",3210,0,0.8,52.1,85.1,0.4,2.9,0.1,7.28,"Southampton","DMC","southampton-fc",1490000
"1269","Morgan Schneiderlin",2013,"31(2)",2767,1,0.9,58.5,89.3,0.1,4.2,0.1,7.21,"Southampton","DMC","southampton-fc",2550000
"1270","Morgan Schneiderlin",2014,"24(2)",2188,1,0.8,61.2,89.3,0.3,5.1,0,7.51,"Southampton","DMC","southampton-fc",7230000
"1271","Morgan Schneiderlin",2015,"25(4)",2205,0,0.3,50.3,89.5,0,3.4,0,6.92,"Manchester United","DMC","manchester-united",21250000
"1272","Muhamed Besic",2014,"15(8)",1286,0,0.3,37.7,87.1,0.1,3.7,0,6.73,"Everton","DMC","everton-fc",850000
"1273","N'Golo Kante",2015,"33(4)",3020,4,0.8,39.2,81.6,0.1,1.7,0.1,7.61,"Leicester","DMC","leicester-city",3830000
"1274","N'Golo Kante",2016,"14",1260,0,0.6,64,89.1,0,4.4,0.1,7.32,"Chelsea","DMC","chelsea-fc",25500000
"1275","Nabil Bentaleb",2014,"25(1)",2195,2,0.6,61,86.8,0.1,2.5,0.1,7.02,"Tottenham","DMC","tottenham-hotspur",425000
"1276","Nemanja Matic",2014,"35(1)",3124,3,0.7,63.8,86.4,0.1,3.3,0,7.5,"Chelsea","DMC","chelsea-fc",21250000
"1277","Nemanja Matic",2015,"28(5)",2421,2,0.6,48.7,88.1,0.1,2.2,0,6.98,"Chelsea","DMC","chelsea-fc",28900000
"1278","Nemanja Matic",2016,"13",1138,6,1.1,60.9,88.4,0.1,4.8,0.1,7.29,"Chelsea","DMC","chelsea-fc",27200000
"1279","Oriol Romeu",2015,"17(12)",1609,0,0.4,28.7,85,0,2,0.1,6.8,"Southampton","DMC","southampton-fc",2980000
"1280","Oriol Romeu",2016,"14",1182,0,0.3,55.7,86.8,0,2.3,0,7.09,"Southampton","DMC","southampton-fc",4250000
"1281","Pedro Obiang",2015,"11(13)",1081,1,0.1,19.8,78.6,0,1.1,0,6.66,"West Ham","DMC","west-ham-united",8500000
"1282","Pedro Obiang",2016,"8(1)",690,0,0.2,38.2,79.9,0,2.3,0,6.91,"West Ham","DMC","west-ham-united",6800000
"1283","Ryan Mason",2014,"29(2)",2326,4,0.9,51.9,83.6,0.1,3.7,0.1,6.86,"Tottenham","DMC","tottenham-hotspur",213000
"1284","Ryan Mason",2015,"8(14)",801,0,0.5,23.9,86.3,0.1,1.6,0,6.39,"Tottenham","DMC","tottenham-hotspur",3830000
"1285","Ryan Mason",2016,"8(2)",684,0,0.7,27.3,85.7,0.5,1,0,6.35,"Hull","DMC","hull-city",7230000
"1286","Ryan Taylor",2011,"23(8)",2127,3,1.4,31.9,77.2,1.2,2.4,0.1,6.77,"Newcastle United","DMC",NA,NA
"1287","Shaun Derry",2011,"28(1)",2239,0,0.4,32.4,81.1,0,3.5,0,6.61,"Queens Park Rangers","DMC",NA,NA
"1288","Steven Defour",2016,"10",638,3,1.3,33.4,81.7,1.3,2.3,0,6.99,"Burnley","DMC","burnley-fc",5100000
"1289","Tom Huddlestone",2009,"33",2851,3,1.6,52.3,78.9,0.5,8.9,0.2,7.48,"Tottenham","DMC","tottenham-hotspur",5530000
"1290","Tom Huddlestone",2012,"11(9)",1029,4,1.1,33.2,83.6,1.3,5,0.2,6.72,"Tottenham","DMC","tottenham-hotspur",5100000
"1291","Tom Huddlestone",2013,"35(1)",3145,3,1.7,52.2,79.6,1.7,6.3,0,7.16,"Hull","DMC","hull-city",4680000
"1292","Tom Huddlestone",2014,"30(1)",2545,2,0.8,47.5,79.9,0.8,4.7,0,6.79,"Hull","DMC","hull-city",5100000
"1293","Tom Huddlestone",2016,"7(3)",592,0,0.5,33.4,79.3,0,2.5,0.1,6.28,"Hull","DMC","hull-city",4250000
"1294","Victor Wanyama",2013,"19(4)",1661,0,0.3,48,84.3,0,3.3,0,6.88,"Southampton","DMC","southampton-fc",4250000
"1295","Victor Wanyama",2014,"26(6)",2362,1,0.5,47.3,84.1,0,2.1,0.1,7.12,"Southampton","DMC","southampton-fc",11900000
"1296","Victor Wanyama",2015,"29(1)",2501,1,0.5,45.1,82.4,0,2.7,0,7.02,"Southampton","DMC","southampton-fc",12750000
"1297","Victor Wanyama",2016,"14",1222,0,1,55.3,88.4,0.1,3.6,0,7.14,"Tottenham","DMC","tottenham-hotspur",12750000
"1298","David Meyler",2013,"27(3)",2137,1,0.5,33.2,81.1,0.1,1.6,0,6.54,"Hull","DMC,M(LR)","hull-city",1700000
"1299","David Meyler",2014,"19(9)",1730,1,0.5,29.9,81,0.2,1.4,0,6.62,"Hull","DMC,M(LR)","hull-city",2550000
"1300","David Meyler",2016,"7(5)",673,0,0.5,29.4,82.7,0.3,1.5,0,6.44,"Hull","DMC,M(LR)","hull-city",2130000
"1301","Danny Murphy",2009,"25",2142,0,1.1,58.8,75.9,0.4,4,0.2,7.19,"Fulham","DMC,M(R)",NA,NA
"1302","Danny Murphy",2010,"37",3130,4,1.3,63,80,0.6,4.7,0.1,7.08,"Fulham","DMC,M(R)",NA,NA
"1303","Danny Murphy",2011,"33(3)",2745,5,2.1,60,83.1,0.8,5.1,0.1,6.93,"Fulham","DMC,M(R)",NA,NA
"1304","Don Cowie",2013,"10(8)",963,2,0.8,19.5,84.3,0.6,0.5,0,6.33,"Cardiff","DMC,M(R)",NA,NA
"1305","George Boateng",2009,"26(3)",2234,1,0.4,32.5,74.5,0.1,2.7,0.1,6.61,"Hull","DMC,M(R)","hull-city",2040000
"1700","Abou Diaby",2009,"26(3)",2322,3,1.2,53.3,83.1,0.1,1.4,0.3,7.76,"Arsenal","M(C)","arsenal-fc",4250000
"1701","Adam Clayton",2016,"10(1)",848,0,0.5,39.2,87,0,3.4,0,6.9,"Middlesbrough","M(C)","middlesbrough-fc",2130000
"1702","Adam Forshaw",2016,"11(2)",1059,1,0.7,47.9,89.9,0.1,4.1,0.3,6.76,"Middlesbrough","M(C)","middlesbrough-fc",1910000
"1703","Adlene Guedioura",2015,"3(15)",421,2,0.6,13.9,69.7,0.5,0.7,0,6.41,"Watford","M(C)","watford-fc",850000
"1704","Akos Buzsaky",2011,"10(8)",896,2,0.8,26,83.8,0.3,1.1,0,6.51,"Queens Park Rangers","M(C)",NA,NA
"1705","Alberto Aquilani",2009,"9(9)",815,6,0.7,31.2,80.9,0.2,2,0.1,6.81,"Liverpool","M(C)","liverpool-fc",15300000
"1706","Alejandro Faurlin",2011,"20",1800,0,1.4,57.4,81.3,0.3,6.2,0.2,7.26,"Queens Park Rangers","M(C)",NA,NA
"1707","Alexander Tettey",2012,"21(6)",1903,0,0.3,39.7,83.3,0,2.1,0,6.71,"Norwich","M(C)",NA,NA
"1708","Alexander Tettey",2013,"17(4)",1488,0,0.7,42.9,87.8,0.1,2.4,0,6.7,"Norwich","M(C)",NA,NA
"1709","Alexander Tettey",2015,"23",1952,0,0.2,46.3,83.8,0,3,0,6.68,"Norwich","M(C)",NA,NA
"1710","Alexandre Song",2009,"25(1)",2240,1,0.9,57.2,84.7,0,3.1,0.4,7.5,"Arsenal","M(C)",NA,NA
"1711","Alexandre Song",2010,"30(1)",2595,2,1.1,60.9,86.2,0.1,2,0.2,7.38,"Arsenal","M(C)",NA,NA
"1712","Alexandre Song",2011,"34",2999,11,1.4,66.1,84.3,0.1,3.3,0.7,7.22,"Arsenal","M(C)",NA,NA
"1713","Alexandre Song",2014,"25(3)",2249,3,1,43.5,76.7,0.1,2.7,0.3,6.97,"West Ham","M(C)",NA,NA
"1714","Aliaksandr Hleb",2010,"13(6)",1093,2,1.3,28.5,83.2,0.1,0.6,0.2,6.53,"Birmingham","M(C)",NA,NA
"1715","Ander Herrera",2014,"19(7)",1869,4,1,59.8,89.2,0.3,3,0.2,7.33,"Manchester United","M(C)","manchester-united",1.7e+07
"1716","Ander Herrera",2015,"17(10)",1538,2,0.8,40.6,84,0.2,1.7,0.1,6.77,"Manchester United","M(C)","manchester-united",21250000
"1717","Ander Herrera",2016,"9(2)",835,1,0.8,68.5,87.4,0.5,3.6,0.1,7.27,"Manchester United","M(C)","manchester-united",23800000
"1718","Barry Ferguson",2009,"37",3330,0,0.5,58.6,79.9,0.1,5.1,0.1,6.82,"Birmingham","M(C)",NA,NA
"1719","Barry Ferguson",2010,"35",3150,0,0.7,61.4,81.5,0.1,6.5,0.1,6.69,"Birmingham","M(C)",NA,NA
"1720","Bastian Schweinsteiger",2015,"13(5)",1205,0,0.4,59.3,85.7,0.1,3.6,0,6.78,"Manchester United","M(C)","manchester-united",23800000
"1721","Ben Watson",2010,"23(6)",2122,1,1.5,47.6,81.7,1.3,4.4,0.2,7.03,"Wigan","M(C)",NA,NA
"1722","Ben Watson",2011,"14(7)",1263,1,1.1,44.9,84.5,0.6,5.6,0,6.68,"Wigan","M(C)",NA,NA
"1723","Ben Watson",2015,"31(4)",2815,0,0.9,41.1,77.6,1.1,3,0,6.94,"Watford","M(C)","watford-fc",1280000
"1724","Carlos Sanchez",2014,"20(8)",1987,0,0.3,45.8,83.1,0.1,3.6,0,6.74,"Aston Villa","M(C)",NA,NA
"1725","Carlos Sanchez",2015,"16(4)",1371,0,0.2,39.7,80.6,0.1,4.2,0,6.74,"Aston Villa","M(C)",NA,NA
"1726","Charlie Adam",2010,"34(1)",3051,8,2.1,53.9,72,1.3,7.5,0.3,7.48,"Blackpool","M(C)",NA,NA
"1727","Charlie Adam",2011,"27(1)",2177,6,1.9,49,79.5,1.3,4.9,0.4,7.24,"Liverpool","M(C)","liverpool-fc",3830000
"1728","Charlie Adam",2012,"22(5)",1774,2,1.3,28.1,72,0.8,1.9,0,6.6,"Stoke","M(C)","liverpool-fc",6800000
"1729","Charlie Adam",2012,"22(5)",1774,2,1.3,28.1,72,0.8,1.9,0,6.6,"Stoke","M(C)","stoke-city",6800000
"1730","Charlie Adam",2013,"20(11)",1760,4,1.1,29.3,74.1,1,2.8,0.1,6.81,"Stoke","M(C)","stoke-city",4250000
"1731","Charlie Adam",2014,"15(14)",1508,1,1.1,26.2,76.6,0.9,2.9,0,6.92,"Stoke","M(C)","stoke-city",4250000
"1732","Charlie Adam",2015,"12(10)",1045,1,0.5,24.8,75.5,0.5,3.1,0,6.46,"Stoke","M(C)","stoke-city",3400000
"1733","Charlie Adam",2016,"5(3)",495,0,1.1,36.1,69.6,0.8,3.9,0,6.77,"Stoke","M(C)","stoke-city",3830000
"1734","Cheick Tiote",2010,"26",2311,1,0.6,54.4,87.1,0.1,4.5,0,7.16,"Newcastle United","M(C)",NA,NA
"1735","Cheick Tiote",2011,"24",2052,1,0.5,58.4,83.2,0.1,4,0,6.96,"Newcastle United","M(C)",NA,NA
"1736","Cheick Tiote",2012,"22(2)",1762,1,0.7,56,83.6,0.2,5.1,0.1,6.85,"Newcastle United","M(C)",NA,NA
"1737","Cheick Tiote",2013,"31(2)",2764,1,0.7,63.5,87.2,0.1,3.8,0,7.01,"Newcastle United","M(C)",NA,NA
"1738","Cheick Tiote",2015,"16(4)",1228,0,0.4,41.8,85.5,0,2.2,0,6.87,"Newcastle United","M(C)",NA,NA
"1739","Dan Gosling",2015,"28(6)",2445,1,0.8,35.1,83.6,0,1.2,0.1,6.77,"Bournemouth","M(C)","afc-bournemouth",1060000
"1740","Dan Gosling",2016,"5(8)",566,0,0.4,27,85.2,0.1,1.5,0,6.63,"Bournemouth","M(C)","afc-bournemouth",2550000
"1741","Danny Guthrie",2012,"19(2)",1618,1,1.2,38.4,79.3,1.4,4.5,0.1,6.7,"Reading","M(C)",NA,NA
"1742","Darren Fletcher",2009,"29(1)",2577,4,1.5,57.5,84.5,0.5,3.5,0.3,7.33,"Manchester United","M(C)","manchester-united",10200000
"1743","Darren Fletcher",2010,"24(2)",2108,6,1,53.6,84.5,0.5,4.6,0,6.92,"Manchester United","M(C)","manchester-united",15300000
"1744","Darren Fletcher",2015,"38",3376,3,0.8,38.9,78.2,0.3,2.8,0,6.6,"West Bromwich Albion","M(C)","west-bromwich-albion",1700000
"1745","Darren Fletcher",2016,"14",1177,1,0.4,32.9,76.3,0.1,2.8,0,6.55,"West Bromwich Albion","M(C)","west-bromwich-albion",1700000
"1746","Darron Gibson",2012,"22(1)",1811,2,1.2,49.6,81.7,0.6,5,0,6.82,"Everton","M(C)","everton-fc",2980000
"1747","David Edwards",2009,"16(4)",1359,0,0.5,22.2,74.3,0.2,0.7,0.1,6.46,"Wolverhampton Wanderers","M(C)",NA,NA
"1748","David Edwards",2011,"24(2)",1937,1,0.5,34.6,79.1,0.2,1.7,0,6.54,"Wolverhampton Wanderers","M(C)",NA,NA
"1749","David Jones",2009,"16(4)",1421,2,1.1,33.1,79.4,0.6,1.2,0.2,6.59,"Wolverhampton Wanderers","M(C)",NA,NA
"1750","David Jones",2014,"36",3210,0,0.7,42.3,83.6,0.4,1.9,0,6.72,"Burnley","M(C)","burnley-fc",1280000
"1751","David Vaughan",2010,"35",3150,2,0.7,48.4,87.3,0.6,4.1,0.1,7.16,"Blackpool","M(C)",NA,NA
"1752","David Vaughan",2011,"17(5)",1489,1,0.5,36.6,84.7,0.2,2.7,0,6.92,"Sunderland","M(C)","sunderland-afc",1700000
"1753","David Vaughan",2012,"6(18)",719,0,0.2,16.3,88.7,0.1,0.8,0,6.38,"Sunderland","M(C)","sunderland-afc",2550000
"1754","Dean Marney",2014,"20",1688,0,0.6,44.1,83.8,0.3,3.5,0,6.75,"Burnley","M(C)","burnley-fc",1020000
"1755","Dean Marney",2016,"14",1192,1,0.2,40.1,82.2,0.1,4.4,0,6.64,"Burnley","M(C)","burnley-fc",850000
"1756","Deco",2009,"14(5)",1240,2,2.2,48.3,81.3,0.9,2.7,0.3,7.43,"Chelsea","M(C)","chelsea-fc",9350000
"1757","Denilson",2009,"19(1)",1573,1,0.6,63,86.4,0.2,3.4,0.1,7.25,"Arsenal","M(C)","arsenal-fc",6800000
"1758","Didier Ndong",2016,"10(1)",917,0,0.5,35.6,87.5,0.4,3,0,6.54,"Sunderland","M(C)","sunderland-afc",8500000
"1759","Esteban Granero",2012,"19(5)",1666,1,2,40.7,83.3,1,3.2,0,6.92,"Queens Park Rangers","M(C)",NA,NA
"1760","Frank Lampard",2009,"36",3220,14,3.2,53.4,81,1.6,3.9,0.6,7.95,"Chelsea","M(C)","chelsea-fc",38250000
"1761","Frank Lampard",2010,"23(1)",2026,2,2.2,53.5,82.2,1.1,3.7,0.2,7.37,"Chelsea","M(C)","chelsea-fc",38250000
"1762","Frank Lampard",2011,"26(4)",2251,5,1.8,51.2,86.9,0.9,4.1,0.4,7.12,"Chelsea","M(C)","chelsea-fc",21250000
"1763","Frank Lampard",2012,"21(8)",1901,1,1.1,42.9,81.9,0.3,3.2,0.1,7.08,"Chelsea","M(C)","chelsea-fc",4680000
"1764","Frank Lampard",2013,"20(6)",1705,3,1.3,40.2,82.4,1.3,2.4,0,7.07,"Chelsea","M(C)","chelsea-fc",3400000
"1765","Frank Lampard",2014,"10(22)",991,1,0.5,21.8,85.1,0,0.8,0.1,6.56,"Manchester City","M(C)","manchester-city",1700000
"1766","Gareth Barry",2009,"34",2996,7,1.5,52.1,77.5,0.8,4.1,0.1,7.41,"Manchester City","M(C)","manchester-city",15730000
"1767","Gareth Barry",2010,"31(2)",2705,2,0.7,53.9,85.2,0.1,2.9,0.1,7.06,"Manchester City","M(C)","manchester-city",15300000
"1768","Gareth Barry",2011,"31(3)",2739,3,1,64.4,86.4,0.2,3.6,0.2,7.23,"Manchester City","M(C)","manchester-city",14450000
"1769","Gareth Barry",2012,"27(4)",2397,2,1.2,58.8,86.3,0.4,2.8,0.1,6.99,"Manchester City","M(C)","manchester-city",8500000
"1770","Gareth Barry",2013,"32",2849,4,1.3,67.3,86.7,0.2,7.1,0,7.28,"Everton","M(C)","everton-fc",7230000
"1771","Gareth Barry",2014,"33",2827,2,0.5,61.8,84.6,0.2,5.1,0.1,6.85,"Everton","M(C)","everton-fc",4250000
"1772","Gareth Barry",2015,"32(1)",2837,1,1,62.4,81.9,0.3,5.6,0.1,7.04,"Everton","M(C)","everton-fc",2550000
"1773","Gareth Barry",2016,"13",1106,0,0.8,54.3,79.5,0,3.9,0.1,7,"Everton","M(C)","everton-fc",1700000
"1774","Granit Xhaka",2016,"7(4)",688,0,0.5,50.7,88.7,0.1,2.9,0.2,6.86,"Arsenal","M(C)","arsenal-fc",29750000
"1775","Harry Arter",2015,"21",1674,0,1.2,49.2,86,0.2,3.8,0.1,6.8,"Bournemouth","M(C)","afc-bournemouth",850000
"1776","Harry Arter",2016,"14",1216,2,0.6,50.4,86.4,0.1,3.4,0.1,6.78,"Bournemouth","M(C)","afc-bournemouth",1700000
"1777","Hassan Yebda",2009,"15(3)",1279,0,0.5,28.7,77.9,0.2,1.2,0,6.63,"Portsmouth","M(C)",NA,NA
"1778","Hendry Thomas",2009,"27(4)",2339,0,0.4,38.2,80.4,0,4.1,0,6.96,"Wigan","M(C)",NA,NA
"1779","Hendry Thomas",2010,"22(2)",1887,0,0.3,39.8,79.3,0,2.8,0,6.71,"Wigan","M(C)",NA,NA
"1780","Idrissa Gueye",2015,"35",3076,1,0.8,53.4,85.6,0.1,2.7,0,7.25,"Aston Villa","M(C)",NA,NA
"1781","Idrissa Gueye",2016,"13",1154,1,0.9,59.4,87,0.2,2.7,0,7.39,"Everton","M(C)","everton-fc",9350000
"1782","Ilkay Gundogan",2016,"7(1)",598,1,1.4,54.1,91.2,0.1,1.1,0.3,7.18,"Manchester City","M(C)","manchester-city",25500000
"1783","Jack Collison",2009,"19(3)",1659,3,0.9,30.8,83.3,0.2,1.2,0.1,6.92,"West Ham","M(C)","west-ham-united",2130000
"1784","Jack Rodwell",2009,"17(9)",1622,1,0.6,25.6,80.5,0.2,2.5,0,6.67,"Everton","M(C)","everton-fc",3830000
"1785","Jack Rodwell",2010,"14(10)",1412,1,0.3,25,82.8,0,1.9,0,6.37,"Everton","M(C)","everton-fc",6800000
"1786","Jack Rodwell",2014,"17(6)",1487,0,0.2,23,84.1,0,1.2,0,6.63,"Sunderland","M(C)","sunderland-afc",10200000
"1787","Jack Rodwell",2015,"9(13)",1159,0,0.6,20.3,75.6,0,0.8,0,6.41,"Sunderland","M(C)","sunderland-afc",8500000
"1788","Jack Rodwell",2016,"7(1)",639,1,0.3,31.9,78,0,1.8,0.1,6.55,"Sunderland","M(C)","sunderland-afc",5950000
"1789","James McArthur",2010,"3(15)",542,0,0.3,16.1,72.7,0,0.7,0,6.3,"Wigan","M(C)",NA,NA
"1790","James McArthur",2011,"18(13)",1747,1,0.5,38.6,84,0,2.7,0,6.68,"Wigan","M(C)",NA,NA
