"","match_point","match_flag","home_season","coach_name"
"5430","3","win","07/08","Claudio Ranieri"
"5431","1","draw","07/08","Claudio Ranieri"
"5432","3","win","07/08","Claudio Ranieri"
"5433","1","draw","07/08","Claudio Ranieri"
"5434","1","draw","07/08","Claudio Ranieri"
"5435","3","win","07/08","Claudio Ranieri"
"5436","0","lose","07/08","Claudio Ranieri"
"5437","3","win","07/08","Claudio Ranieri"
"5438","1","draw","07/08","Claudio Ranieri"
"5439","0","lose","07/08","Claudio Ranieri"
"5440","1","draw","07/08","Claudio Ranieri"
"5441","3","win","07/08","Claudio Ranieri"
"5442","0","lose","07/08","Claudio Ranieri"
"5443","3","win","07/08","Claudio Ranieri"
"5444","3","win","06/07","Claudio Ranieri"
"5445","3","win","06/07","Claudio Ranieri"
"5446","3","win","06/07","Claudio Ranieri"
"5447","3","win","06/07","Claudio Ranieri"
"5448","3","win","06/07","Claudio Ranieri"
"5449","3","win","06/07","Claudio Ranieri"
"5450","1","draw","06/07","Claudio Ranieri"
"5451","1","draw","06/07","Claudio Ranieri"
"5452","0","lose","06/07","Claudio Ranieri"
"5453","0","lose","04/05","Claudio Ranieri"
"5454","0","lose","04/05","Claudio Ranieri"
"5455","1","draw","04/05","Claudio Ranieri"
"5456","1","draw","04/05","Claudio Ranieri"
"5457","3","win","04/05","Claudio Ranieri"
"5458","3","win","04/05","Claudio Ranieri"
"5459","3","win","04/05","Claudio Ranieri"
"5460","3","win","04/05","Claudio Ranieri"
"5461","1","draw","04/05","Claudio Ranieri"
"5462","1","draw","04/05","Claudio Ranieri"
"5463","0","lose","04/05","Claudio Ranieri"
"5464","0","lose","04/05","Claudio Ranieri"
"5465","0","lose","04/05","Claudio Ranieri"
"5466","3","win","04/05","Claudio Ranieri"
"5467","3","win","04/05","Claudio Ranieri"
"5468","3","win","04/05","Claudio Ranieri"
"5469","0","lose","04/05","Claudio Ranieri"
"5470","3","win","03/04","Claudio Ranieri"
"5471","1","draw","03/04","Claudio Ranieri"
"5472","0","lose","03/04","Claudio Ranieri"
"5473","1","draw","03/04","Claudio Ranieri"
"5474","1","draw","03/04","Claudio Ranieri"
"5475","3","win","03/04","Claudio Ranieri"
"5476","1","draw","03/04","Claudio Ranieri"
"5477","3","win","03/04","Claudio Ranieri"
"5478","3","win","03/04","Claudio Ranieri"
"5479","0","lose","03/04","Claudio Ranieri"
"5480","3","win","03/04","Claudio Ranieri"
"5481","3","win","03/04","Claudio Ranieri"
"5482","3","win","03/04","Claudio Ranieri"
"5483","3","win","03/04","Claudio Ranieri"
"5484","3","win","03/04","Claudio Ranieri"
"5485","3","win","03/04","Claudio Ranieri"
"5486","3","win","03/04","Claudio Ranieri"
"5487","3","win","03/04","Claudio Ranieri"
"5488","3","win","03/04","Claudio Ranieri"
"5489","3","win","03/04","Claudio Ranieri"
"5490","0","lose","03/04","Claudio Ranieri"
"5491","3","win","03/04","Claudio Ranieri"
"5492","3","win","03/04","Claudio Ranieri"
"5493","3","win","03/04","Claudio Ranieri"
"5494","1","draw","03/04","Claudio Ranieri"
"5495","3","win","03/04","Claudio Ranieri"
"5496","3","win","03/04","Claudio Ranieri"
"5497","0","lose","02/03","Claudio Ranieri"
"5498","3","win","02/03","Claudio Ranieri"
"5499","3","win","02/03","Claudio Ranieri"
"5500","0","lose","02/03","Claudio Ranieri"
"5501","3","win","02/03","Claudio Ranieri"
"5502","0","lose","02/03","Claudio Ranieri"
"5503","3","win","02/03","Claudio Ranieri"
"5504","3","win","02/03","Claudio Ranieri"
"5505","3","win","02/03","Claudio Ranieri"
"5506","0","lose","02/03","Claudio Ranieri"
"5507","3","win","02/03","Claudio Ranieri"
"5508","3","win","02/03","Claudio Ranieri"
"5509","1","draw","02/03","Claudio Ranieri"
"5510","3","win","02/03","Claudio Ranieri"
"5511","3","win","02/03","Claudio Ranieri"
"5512","0","lose","02/03","Claudio Ranieri"
"5513","0","lose","02/03","Claudio Ranieri"
"5514","3","win","02/03","Claudio Ranieri"
"5515","3","win","02/03","Claudio Ranieri"
"5516","1","draw","02/03","Claudio Ranieri"
"5517","3","win","02/03","Claudio Ranieri"
"5518","0","lose","01/02","Claudio Ranieri"
"5519","0","lose","01/02","Claudio Ranieri"
"5520","1","draw","01/02","Claudio Ranieri"
"5521","1","draw","01/02","Claudio Ranieri"
"5522","0","lose","01/02","Claudio Ranieri"
"5523","3","win","01/02","Claudio Ranieri"
"5524","3","win","01/02","Claudio Ranieri"
"5525","1","draw","01/02","Claudio Ranieri"
"5526","3","win","01/02","Claudio Ranieri"
"5527","1","draw","01/02","Claudio Ranieri"
"5528","3","win","01/02","Claudio Ranieri"
"5529","3","win","01/02","Claudio Ranieri"
"5530","1","draw","01/02","Claudio Ranieri"
"5531","3","win","01/02","Claudio Ranieri"
"5532","1","draw","01/02","Claudio Ranieri"
"5533","1","draw","01/02","Claudio Ranieri"
"5534","0","lose","01/02","Claudio Ranieri"
"5535","0","lose","01/02","Claudio Ranieri"
"5536","1","draw","01/02","Claudio Ranieri"
"5537","1","draw","01/02","Claudio Ranieri"
"5538","3","win","01/02","Claudio Ranieri"
"5539","3","win","01/02","Claudio Ranieri"
"5540","3","win","00/01","Claudio Ranieri"
"5541","3","win","00/01","Claudio Ranieri"
"5542","0","lose","00/01","Claudio Ranieri"
"5543","3","win","00/01","Claudio Ranieri"
"5544","3","win","00/01","Claudio Ranieri"
"5545","3","win","00/01","Claudio Ranieri"
"5546","1","draw","00/01","Claudio Ranieri"
"5547","3","win","00/01","Claudio Ranieri"
"5548","1","draw","00/01","Claudio Ranieri"
"5549","1","draw","00/01","Claudio Ranieri"
"5550","0","lose","00/01","Claudio Ranieri"
"5551","3","win","00/01","Claudio Ranieri"
"5552","0","lose","00/01","Claudio Ranieri"
"5553","0","lose","00/01","Claudio Ranieri"
"5554","3","win","00/01","Claudio Ranieri"
"5555","3","win","00/01","Claudio Ranieri"
"5556","1","draw","00/01","Claudio Ranieri"
"5557","0","lose","99/00","Claudio Ranieri"
"5558","0","lose","99/00","Claudio Ranieri"
"5559","3","win","99/00","Claudio Ranieri"
"5560","1","draw","99/00","Claudio Ranieri"
"5561","0","lose","99/00","Claudio Ranieri"
"5562","0","lose","99/00","Claudio Ranieri"
"5563","3","win","99/00","Claudio Ranieri"
"5564","0","lose","99/00","Claudio Ranieri"
"5565","0","lose","99/00","Claudio Ranieri"
"5566","3","win","99/00","Claudio Ranieri"
"5567","3","win","99/00","Claudio Ranieri"
"5568","0","lose","99/00","Claudio Ranieri"
"5569","0","lose","99/00","Claudio Ranieri"
"5570","3","win","99/00","Claudio Ranieri"
"5571","3","win","99/00","Claudio Ranieri"
"5572","0","lose","99/00","Claudio Ranieri"
"5573","0","lose","98/99","Claudio Ranieri"
"5574","0","lose","98/99","Claudio Ranieri"
"5575","1","draw","98/99","Claudio Ranieri"
"5576","0","lose","98/99","Claudio Ranieri"
"5577","3","win","98/99","Claudio Ranieri"
"5578","3","win","98/99","Claudio Ranieri"
"5579","0","lose","98/99","Claudio Ranieri"
"5580","3","win","98/99","Claudio Ranieri"
"5581","0","lose","97/98","Claudio Ranieri"
"5582","3","win","97/98","Claudio Ranieri"
"5583","3","win","97/98","Claudio Ranieri"
"5584","3","win","97/98","Claudio Ranieri"
"5585","1","draw","97/98","Claudio Ranieri"
"5586","3","win","97/98","Claudio Ranieri"
"5587","3","win","97/98","Claudio Ranieri"
"5588","0","lose","97/98","Claudio Ranieri"
"5589","3","win","97/98","Claudio Ranieri"
"5590","1","draw","97/98","Claudio Ranieri"
"5591","3","win","97/98","Claudio Ranieri"
"5592","3","win","97/98","Claudio Ranieri"
"5593","0","lose","97/98","Claudio Ranieri"
"5594","3","win","97/98","Claudio Ranieri"
"5595","3","win","97/98","Claudio Ranieri"
"5596","1","draw","97/98","Claudio Ranieri"
"5597","1","draw","97/98","Claudio Ranieri"
"5598","0","lose","97/98","Claudio Ranieri"
"5599","3","win","96/97","Claudio Ranieri"
"5600","0","lose","96/97","Claudio Ranieri"
"5601","1","draw","96/97","Claudio Ranieri"
"5602","3","win","96/97","Claudio Ranieri"
"5603","1","draw","96/97","Claudio Ranieri"
"5604","3","win","96/97","Claudio Ranieri"
"5605","0","lose","96/97","Claudio Ranieri"
"5606","3","win","96/97","Claudio Ranieri"
"5607","1","draw","96/97","Claudio Ranieri"
"5608","1","draw","96/97","Claudio Ranieri"
"5609","1","draw","96/97","Claudio Ranieri"
"5610","3","win","96/97","Claudio Ranieri"
"5611","0","lose","96/97","Claudio Ranieri"
"5612","1","draw","96/97","Claudio Ranieri"
"5613","1","draw","96/97","Claudio Ranieri"
"5614","1","draw","96/97","Claudio Ranieri"
"5615","3","win","96/97","Claudio Ranieri"
"5616","1","draw","96/97","Claudio Ranieri"
"5617","3","win","96/97","Claudio Ranieri"
"5618","0","lose","96/97","Claudio Ranieri"
"5619","3","win","95/96","Claudio Ranieri"
"5620","0","lose","95/96","Claudio Ranieri"
"5621","0","lose","95/96","Claudio Ranieri"
"5622","3","win","95/96","Claudio Ranieri"
"5623","0","lose","95/96","Claudio Ranieri"
"5624","1","draw","95/96","Claudio Ranieri"
"5625","1","draw","95/96","Claudio Ranieri"
"5626","1","draw","95/96","Claudio Ranieri"
"5627","3","win","95/96","Claudio Ranieri"
"5628","1","draw","95/96","Claudio Ranieri"
"5629","3","win","95/96","Claudio Ranieri"
"5630","3","win","95/96","Claudio Ranieri"
"5631","0","lose","95/96","Claudio Ranieri"
"5632","3","win","95/96","Claudio Ranieri"
"5633","3","win","95/96","Claudio Ranieri"
"5634","0","lose","95/96","Claudio Ranieri"
"5635","0","lose","95/96","Claudio Ranieri"
"5636","0","lose","94/95","Claudio Ranieri"
"5637","3","win","94/95","Claudio Ranieri"
"5638","0","lose","94/95","Claudio Ranieri"
"5639","0","lose","94/95","Claudio Ranieri"
"5640","3","win","94/95","Claudio Ranieri"
"5641","3","win","94/95","Claudio Ranieri"
"5642","0","lose","94/95","Claudio Ranieri"
"5643","3","win","94/95","Claudio Ranieri"
"5644","1","draw","94/95","Claudio Ranieri"
"5645","1","draw","94/95","Claudio Ranieri"
"5646","1","draw","94/95","Claudio Ranieri"
"5647","0","lose","94/95","Claudio Ranieri"
"5648","3","win","94/95","Claudio Ranieri"
"5649","3","win","94/95","Claudio Ranieri"
"5650","1","draw","94/95","Claudio Ranieri"
"5651","0","lose","94/95","Claudio Ranieri"
"5652","1","draw","94/95","Claudio Ranieri"
"5653","0","lose","93/94","Claudio Ranieri"
"5654","1","draw","93/94","Claudio Ranieri"
"5655","3","win","93/94","Claudio Ranieri"
"5656","3","win","93/94","Claudio Ranieri"
"5657","1","draw","93/94","Claudio Ranieri"
"5658","1","draw","93/94","Claudio Ranieri"
"5659","1","draw","93/94","Claudio Ranieri"
"5660","0","lose","93/94","Claudio Ranieri"
"5661","3","win","93/94","Claudio Ranieri"
"5662","3","win","93/94","Claudio Ranieri"
"5663","3","win","93/94","Claudio Ranieri"
"5664","3","win","93/94","Claudio Ranieri"
"5665","3","win","93/94","Claudio Ranieri"
"5666","3","win","93/94","Claudio Ranieri"
"5667","1","draw","93/94","Claudio Ranieri"
"5668","1","draw","93/94","Claudio Ranieri"
"5669","1","draw","93/94","Claudio Ranieri"
"5670","1","draw","93/94","Claudio Ranieri"
"5671","3","win","93/94","Claudio Ranieri"
"5672","1","draw","92/93","Claudio Ranieri"
"5673","1","draw","92/93","Claudio Ranieri"
"5674","1","draw","92/93","Claudio Ranieri"
"5675","1","draw","92/93","Claudio Ranieri"
"5676","1","draw","92/93","Claudio Ranieri"
"5677","1","draw","92/93","Claudio Ranieri"
"5678","0","lose","92/93","Claudio Ranieri"
"5679","1","draw","92/93","Claudio Ranieri"
"5680","0","lose","92/93","Claudio Ranieri"
"5681","3","win","92/93","Claudio Ranieri"
"5682","3","win","92/93","Claudio Ranieri"
"5683","0","lose","92/93","Claudio Ranieri"
"5684","0","lose","92/93","Claudio Ranieri"
"5685","0","lose","92/93","Claudio Ranieri"
"5686","0","lose","92/93","Claudio Ranieri"
"5687","1","draw","92/93","Claudio Ranieri"
"5688","3","win","92/93","Claudio Ranieri"
"5689","1","draw","92/93","Claudio Ranieri"
"5690","0","lose","91/92","Claudio Ranieri"
"5691","0","lose","91/92","Claudio Ranieri"
"5692","3","win","91/92","Claudio Ranieri"
"5693","1","draw","91/92","Claudio Ranieri"
"5694","0","lose","91/92","Claudio Ranieri"
"5695","3","win","91/92","Claudio Ranieri"
"5696","0","lose","91/92","Claudio Ranieri"
"5697","3","win","91/92","Claudio Ranieri"
"5698","3","win","91/92","Claudio Ranieri"
"5699","0","lose","91/92","Claudio Ranieri"
"5700","3","win","91/92","Claudio Ranieri"
"5701","3","win","91/92","Claudio Ranieri"
"5702","3","win","91/92","Claudio Ranieri"
"5703","0","lose","91/92","Claudio Ranieri"
"5704","3","win","91/92","Claudio Ranieri"
"5705","1","draw","91/92","Claudio Ranieri"
"5706","3","win","91/92","Claudio Ranieri"
"5707","1","draw","90/91","Claudio Ranieri"
"5708","1","draw","90/91","Claudio Ranieri"
"5709","1","draw","90/91","Claudio Ranieri"
"5710","1","draw","90/91","Claudio Ranieri"
"5711","1","draw","90/91","Claudio Ranieri"
"5712","1","draw","90/91","Claudio Ranieri"
"5713","0","lose","90/91","Claudio Ranieri"
"5714","1","draw","90/91","Claudio Ranieri"
"5715","0","lose","90/91","Claudio Ranieri"
"5716","1","draw","90/91","Claudio Ranieri"
"5717","1","draw","90/91","Claudio Ranieri"
"5718","1","draw","90/91","Claudio Ranieri"
"5719","1","draw","90/91","Claudio Ranieri"
"5720","0","lose","90/91","Claudio Ranieri"
"5721","0","lose","90/91","Claudio Ranieri"
"5722","0","lose","90/91","Claudio Ranieri"
"5723","0","lose","90/91","Claudio Ranieri"
"5724","3","win","16/17","Claude Puel"
"5725","1","draw","16/17","Claude Puel"
"5726","3","win","16/17","Claude Puel"
"5727","3","win","16/17","Claude Puel"
"5728","0","lose","16/17","Claude Puel"
"5729","1","draw","16/17","Claude Puel"
"5730","3","win","16/17","Claude Puel"
"5731","3","win","16/17","Claude Puel"
"5732","0","lose","16/17","Claude Puel"
"5733","0","lose","16/17","Claude Puel"
"5734","3","win","15/16","Claude Puel"
"5735","0","lose","15/16","Claude Puel"
"5736","1","draw","15/16","Claude Puel"
"5737","0","lose","15/16","Claude Puel"
"5738","3","win","15/16","Claude Puel"
"5739","0","lose","15/16","Claude Puel"
"5740","1","draw","15/16","Claude Puel"
"5741","3","win","15/16","Claude Puel"
"5742","3","win","15/16","Claude Puel"
"5743","1","draw","15/16","Claude Puel"
"5744","3","win","15/16","Claude Puel"
"5745","1","draw","15/16","Claude Puel"
"5746","1","draw","15/16","Claude Puel"
"5747","3","win","15/16","Claude Puel"
"5748","0","lose","15/16","Claude Puel"
"5749","3","win","15/16","Claude Puel"
"5750","3","win","15/16","Claude Puel"
"5751","3","win","15/16","Claude Puel"
"5752","0","lose","15/16","Claude Puel"
"5753","3","win","15/16","Claude Puel"
"5754","0","lose","15/16","Claude Puel"
"5755","3","win","14/15","Claude Puel"
"5756","1","draw","14/15","Claude Puel"
"5757","0","lose","14/15","Claude Puel"
"5758","1","draw","14/15","Claude Puel"
"5759","0","lose","14/15","Claude Puel"
"5760","0","lose","14/15","Claude Puel"
"5761","1","draw","14/15","Claude Puel"
"5762","1","draw","14/15","Claude Puel"
"5763","3","win","14/15","Claude Puel"
"5764","0","lose","14/15","Claude Puel"
"5765","1","draw","14/15","Claude Puel"
"5766","0","lose","14/15","Claude Puel"
"5767","1","draw","14/15","Claude Puel"
"5768","0","lose","14/15","Claude Puel"
"5769","3","win","14/15","Claude Puel"
"5770","1","draw","14/15","Claude Puel"
"5771","3","win","14/15","Claude Puel"
"5772","3","win","14/15","Claude Puel"
"5773","0","lose","14/15","Claude Puel"
"5774","3","win","14/15","Claude Puel"
"5775","0","lose","13/14","Claude Puel"
"5776","3","win","13/14","Claude Puel"
"5777","0","lose","13/14","Claude Puel"
"5778","0","lose","13/14","Claude Puel"
"5779","3","win","13/14","Claude Puel"
"5780","0","lose","13/14","Claude Puel"
"5781","1","draw","13/14","Claude Puel"
"5782","0","lose","13/14","Claude Puel"
"5783","0","lose","13/14","Claude Puel"
"5784","3","win","13/14","Claude Puel"
"5785","1","draw","13/14","Claude Puel"
"5786","3","win","13/14","Claude Puel"
"5787","3","win","13/14","Claude Puel"
"5788","0","lose","13/14","Claude Puel"
"5789","0","lose","13/14","Claude Puel"
"5790","0","lose","13/14","Claude Puel"
"5791","3","win","13/14","Claude Puel"
"5792","3","win","13/14","Claude Puel"
"5793","3","win","13/14","Claude Puel"
"5794","1","draw","13/14","Claude Puel"
"5795","1","draw","13/14","Claude Puel"
"5796","3","win","13/14","Claude Puel"
"5797","3","win","12/13","Claude Puel"
"5798","0","lose","12/13","Claude Puel"
"5799","3","win","12/13","Claude Puel"
"5800","3","win","12/13","Claude Puel"
"5801","0","lose","12/13","Claude Puel"
"5802","3","win","12/13","Claude Puel"
"5803","3","win","12/13","Claude Puel"
"5804","1","draw","12/13","Claude Puel"
"5805","0","lose","12/13","Claude Puel"
"5806","3","win","12/13","Claude Puel"
"5807","3","win","12/13","Claude Puel"
"5808","3","win","12/13","Claude Puel"
"5809","1","draw","12/13","Claude Puel"
"5810","0","lose","12/13","Claude Puel"
"5811","3","win","12/13","Claude Puel"
"5812","3","win","12/13","Claude Puel"
"5813","0","lose","12/13","Claude Puel"
"5814","0","lose","12/13","Claude Puel"
"5815","3","win","12/13","Claude Puel"
"5816","3","win","12/13","Claude Puel"
"5817","1","draw","12/13","Claude Puel"
"5818","0","lose","12/13","Claude Puel"
"5819","1","draw","10/11","Claude Puel"
"5820","0","lose","10/11","Claude Puel"
"5821","0","lose","10/11","Claude Puel"
"5822","0","lose","10/11","Claude Puel"
"5823","1","draw","10/11","Claude Puel"
"5824","0","lose","10/11","Claude Puel"
"5825","3","win","10/11","Claude Puel"
"5826","1","draw","10/11","Claude Puel"
"5827","3","win","10/11","Claude Puel"
"5828","0","lose","10/11","Claude Puel"
"5829","3","win","10/11","Claude Puel"
"5830","1","draw","10/11","Claude Puel"
"5831","3","win","10/11","Claude Puel"
"5832","3","win","10/11","Claude Puel"
"5833","0","lose","10/11","Claude Puel"
"5834","3","win","10/11","Claude Puel"
"5835","0","lose","10/11","Claude Puel"
"5836","0","lose","10/11","Claude Puel"
"5837","3","win","10/11","Claude Puel"
"5838","3","win","10/11","Claude Puel"
"5839","0","lose","10/11","Claude Puel"
"5840","3","win","10/11","Claude Puel"
"5841","0","lose","10/11","Claude Puel"
"5842","0","lose","10/11","Claude Puel"
"5843","3","win","09/10","Claude Puel"
"5844","1","draw","09/10","Claude Puel"
"5845","3","win","09/10","Claude Puel"
"5846","0","lose","09/10","Claude Puel"
"5847","1","draw","09/10","Claude Puel"
"5848","3","win","09/10","Claude Puel"
"5849","3","win","09/10","Claude Puel"
"5850","1","draw","09/10","Claude Puel"
"5851","1","draw","09/10","Claude Puel"
"5852","3","win","09/10","Claude Puel"
"5853","3","win","09/10","Claude Puel"
"5854","3","win","09/10","Claude Puel"
"5855","0","lose","09/10","Claude Puel"
"5856","3","win","09/10","Claude Puel"
"5857","3","win","09/10","Claude Puel"
"5858","1","draw","09/10","Claude Puel"
"5859","0","lose","09/10","Claude Puel"
"5860","0","lose","09/10","Claude Puel"
"5861","0","lose","09/10","Claude Puel"
"5862","1","draw","09/10","Claude Puel"
"5863","3","win","09/10","Claude Puel"
"5864","3","win","09/10","Claude Puel"
"5865","3","win","09/10","Claude Puel"
"5866","3","win","09/10","Claude Puel"
"5867","3","win","09/10","Claude Puel"
"5868","3","win","09/10","Claude Puel"
"5869","3","win","09/10","Claude Puel"
"5870","3","win","09/10","Claude Puel"
"5871","1","draw","08/09","Claude Puel"
"5872","3","win","08/09","Claude Puel"
"5873","0","lose","08/09","Claude Puel"
"5874","0","lose","08/09","Claude Puel"
"5875","3","win","08/09","Claude Puel"
"5876","0","lose","08/09","Claude Puel"
"5877","0","lose","08/09","Claude Puel"
"5878","1","draw","08/09","Claude Puel"
"5879","3","win","08/09","Claude Puel"
"5880","3","win","08/09","Claude Puel"
"5881","3","win","08/09","Claude Puel"
"5882","3","win","08/09","Claude Puel"
"5883","3","win","08/09","Claude Puel"
"5884","0","lose","08/09","Claude Puel"
"5885","1","draw","08/09","Claude Puel"
"5886","0","lose","08/09","Claude Puel"
"5887","0","lose","08/09","Claude Puel"
"5888","3","win","08/09","Claude Puel"
"5889","3","win","08/09","Claude Puel"
"5890","3","win","08/09","Claude Puel"
"5891","0","lose","08/09","Claude Puel"
"5892","3","win","08/09","Claude Puel"
"5893","1","draw","08/09","Claude Puel"
"5894","3","win","08/09","Claude Puel"
"5895","1","draw","08/09","Claude Puel"
"5896","0","lose","08/09","Claude Puel"
"5897","3","win","07/08","Claude Puel"
"5898","3","win","07/08","Claude Puel"
"5899","3","win","07/08","Claude Puel"
"5900","0","lose","07/08","Claude Puel"
"5901","3","win","07/08","Claude Puel"
"5902","1","draw","07/08","Claude Puel"
"5903","1","draw","07/08","Claude Puel"
"5904","1","draw","07/08","Claude Puel"
"5905","3","win","07/08","Claude Puel"
"5906","1","draw","07/08","Claude Puel"
"5907","0","lose","07/08","Claude Puel"
"5908","0","lose","07/08","Claude Puel"
"5909","3","win","07/08","Claude Puel"
"5910","0","lose","07/08","Claude Puel"
"5911","0","lose","07/08","Claude Puel"
"5912","1","draw","07/08","Claude Puel"
"5913","0","lose","07/08","Claude Puel"
"5914","1","draw","07/08","Claude Puel"
"5915","3","win","07/08","Claude Puel"
"5916","1","draw","06/07","Claude Puel"
"5917","3","win","06/07","Claude Puel"
"5918","0","lose","06/07","Claude Puel"
"5919","3","win","06/07","Claude Puel"
"5920","0","lose","06/07","Claude Puel"
"5921","1","draw","06/07","Claude Puel"
"5922","3","win","06/07","Claude Puel"
"5923","0","lose","06/07","Claude Puel"
"5924","0","lose","06/07","Claude Puel"
"5925","3","win","06/07","Claude Puel"
"5926","1","draw","06/07","Claude Puel"
"5927","0","lose","06/07","Claude Puel"
"5928","3","win","06/07","Claude Puel"
"5929","1","draw","06/07","Claude Puel"
"5930","1","draw","06/07","Claude Puel"
"5931","3","win","06/07","Claude Puel"
"5932","1","draw","06/07","Claude Puel"
"5933","3","win","06/07","Claude Puel"
"5934","1","draw","06/07","Claude Puel"
"5935","1","draw","06/07","Claude Puel"
"5936","3","win","06/07","Claude Puel"
"5937","1","draw","06/07","Claude Puel"
"5938","3","win","06/07","Claude Puel"
"5939","0","lose","06/07","Claude Puel"
"5940","3","win","06/07","Claude Puel"
"5941","1","draw","05/06","Claude Puel"
"5942","0","lose","05/06","Claude Puel"
"5943","1","draw","05/06","Claude Puel"
"5944","1","draw","05/06","Claude Puel"
"5945","0","lose","05/06","Claude Puel"
"5946","3","win","05/06","Claude Puel"
"5947","3","win","05/06","Claude Puel"
"5948","3","win","05/06","Claude Puel"
"5949","1","draw","05/06","Claude Puel"
"5950","3","win","05/06","Claude Puel"
"5951","3","win","05/06","Claude Puel"
"5952","3","win","05/06","Claude Puel"
"5953","3","win","05/06","Claude Puel"
"5954","0","lose","05/06","Claude Puel"
"5955","3","win","05/06","Claude Puel"
"5956","0","lose","05/06","Claude Puel"
"5957","3","win","05/06","Claude Puel"
"5958","3","win","05/06","Claude Puel"
"5959","1","draw","05/06","Claude Puel"
"5960","0","lose","05/06","Claude Puel"
"5961","3","win","05/06","Claude Puel"
"5962","3","win","05/06","Claude Puel"
"5963","3","win","05/06","Claude Puel"
"5964","1","draw","05/06","Claude Puel"
"5965","1","draw","05/06","Claude Puel"
"5966","3","win","04/05","Claude Puel"
"5967","3","win","04/05","Claude Puel"
"5968","0","lose","04/05","Claude Puel"
"5969","3","win","04/05","Claude Puel"
"5970","1","draw","04/05","Claude Puel"
"5971","1","draw","04/05","Claude Puel"
"5972","0","lose","04/05","Claude Puel"
"5973","3","win","04/05","Claude Puel"
"5974","1","draw","04/05","Claude Puel"
"5975","1","draw","04/05","Claude Puel"
"5976","3","win","04/05","Claude Puel"
"5977","0","lose","04/05","Claude Puel"
"5978","1","draw","04/05","Claude Puel"
"5979","3","win","04/05","Claude Puel"
"5980","1","draw","04/05","Claude Puel"
"5981","1","draw","04/05","Claude Puel"
"5982","3","win","04/05","Claude Puel"
"5983","3","win","04/05","Claude Puel"
"5984","0","lose","04/05","Claude Puel"
"5985","3","win","04/05","Claude Puel"
"5986","3","win","04/05","Claude Puel"
"5987","3","win","04/05","Claude Puel"
"5988","1","draw","04/05","Claude Puel"
"5989","0","lose","04/05","Claude Puel"
"5990","0","lose","04/05","Claude Puel"
"5991","1","draw","04/05","Claude Puel"
"5992","0","lose","03/04","Claude Puel"
"5993","1","draw","03/04","Claude Puel"
"5994","0","lose","03/04","Claude Puel"
"5995","0","lose","03/04","Claude Puel"
"5996","0","lose","03/04","Claude Puel"
"5997","3","win","03/04","Claude Puel"
"5998","3","win","03/04","Claude Puel"
"5999","3","win","03/04","Claude Puel"
"6000","3","win","03/04","Claude Puel"
"6001","0","lose","03/04","Claude Puel"
"6002","1","draw","03/04","Claude Puel"
"6003","3","win","03/04","Claude Puel"
"6004","0","lose","03/04","Claude Puel"
"6005","0","lose","03/04","Claude Puel"
"6006","1","draw","03/04","Claude Puel"
"6007","1","draw","03/04","Claude Puel"
"6008","1","draw","03/04","Claude Puel"
"6009","1","draw","03/04","Claude Puel"
"6010","3","win","03/04","Claude Puel"
"6011","0","lose","02/03","Claude Puel"
"6012","1","draw","02/03","Claude Puel"
"6013","1","draw","02/03","Claude Puel"
"6014","0","lose","02/03","Claude Puel"
"6015","0","lose","02/03","Claude Puel"
"6016","1","draw","02/03","Claude Puel"
"6017","0","lose","02/03","Claude Puel"
"6018","0","lose","02/03","Claude Puel"
"6019","0","lose","02/03","Claude Puel"
"6020","3","win","02/03","Claude Puel"
"6021","1","draw","02/03","Claude Puel"
"6022","3","win","02/03","Claude Puel"
"6023","0","lose","02/03","Claude Puel"
"6024","3","win","02/03","Claude Puel"
"6025","3","win","02/03","Claude Puel"
"6026","3","win","02/03","Claude Puel"
"6027","3","win","02/03","Claude Puel"
"6028","1","draw","02/03","Claude Puel"
"6029","1","draw","02/03","Claude Puel"
"6030","0","lose","00/01","Claude Puel"
"6031","1","draw","00/01","Claude Puel"
"6032","0","lose","00/01","Claude Puel"
"6033","0","lose","00/01","Claude Puel"
"6034","0","lose","00/01","Claude Puel"
"6035","0","lose","00/01","Claude Puel"
"6036","0","lose","00/01","Claude Puel"
"6037","1","draw","00/01","Claude Puel"
"6038","0","lose","00/01","Claude Puel"
"6039","3","win","00/01","Claude Puel"
"6040","1","draw","00/01","Claude Puel"
"6041","0","lose","00/01","Claude Puel"
"6042","1","draw","00/01","Claude Puel"
"6043","3","win","00/01","Claude Puel"
"6044","3","win","00/01","Claude Puel"
"6045","0","lose","00/01","Claude Puel"
"6046","0","lose","00/01","Claude Puel"
"6047","0","lose","00/01","Claude Puel"
"6048","3","win","00/01","Claude Puel"
"6049","0","lose","00/01","Claude Puel"
"6050","3","win","00/01","Claude Puel"
"6051","3","win","99/00","Claude Puel"
"6052","1","draw","99/00","Claude Puel"
"6053","3","win","99/00","Claude Puel"
"6054","3","win","99/00","Claude Puel"
"6055","0","lose","99/00","Claude Puel"
"6056","0","lose","99/00","Claude Puel"
"6057","3","win","99/00","Claude Puel"
"6058","3","win","99/00","Claude Puel"
"6059","3","win","99/00","Claude Puel"
"6060","3","win","99/00","Claude Puel"
"6061","1","draw","99/00","Claude Puel"
"6062","3","win","99/00","Claude Puel"
"6063","3","win","99/00","Claude Puel"
"6064","1","draw","99/00","Claude Puel"
"6065","0","lose","99/00","Claude Puel"
