"","match_point","match_flag","home_season","coach_name"
"6066","1","draw","99/00","Claude Puel"
"6067","1","draw","99/00","Claude Puel"
"6068","0","lose","99/00","Claude Puel"
"6069","3","win","99/00","Claude Puel"
"6070","0","lose","99/00","Claude Puel"
"6071","3","win","98/99","Claude Puel"
"6072","3","win","98/99","Claude Puel"
"6073","1","draw","98/99","Claude Puel"
"6074","0","lose","98/99","Claude Puel"
"6075","1","draw","98/99","Claude Puel"
"6076","3","win","98/99","Claude Puel"
"6077","3","win","98/99","Claude Puel"
"6078","1","draw","98/99","Claude Puel"
"6079","0","lose","16/17","Claude Puel"
"6080","0","lose","16/17","Claude Puel"
"6081","0","lose","16/17","Claude Puel"
"6082","1","draw","16/17","Claude Puel"
"6083","3","win","16/17","Claude Puel"
"6084","1","draw","16/17","Claude Puel"
"6085","3","win","16/17","Claude Puel"
"6086","3","win","16/17","Claude Puel"
"6087","1","draw","16/17","Claude Puel"
"6088","1","draw","16/17","Claude Puel"
"6089","3","win","15/16","Claude Puel"
"6090","3","win","15/16","Claude Puel"
"6091","3","win","15/16","Claude Puel"
"6092","3","win","15/16","Claude Puel"
"6093","3","win","15/16","Claude Puel"
"6094","1","draw","15/16","Claude Puel"
"6095","0","lose","15/16","Claude Puel"
"6096","0","lose","15/16","Claude Puel"
"6097","3","win","15/16","Claude Puel"
"6098","0","lose","15/16","Claude Puel"
"6099","0","lose","15/16","Claude Puel"
"6100","0","lose","15/16","Claude Puel"
"6101","0","lose","15/16","Claude Puel"
"6102","3","win","15/16","Claude Puel"
"6103","1","draw","15/16","Claude Puel"
"6104","0","lose","15/16","Claude Puel"
"6105","3","win","15/16","Claude Puel"
"6106","3","win","15/16","Claude Puel"
"6107","1","draw","15/16","Claude Puel"
"6108","1","draw","15/16","Claude Puel"
"6109","3","win","14/15","Claude Puel"
"6110","0","lose","14/15","Claude Puel"
"6111","0","lose","14/15","Claude Puel"
"6112","3","win","14/15","Claude Puel"
"6113","3","win","14/15","Claude Puel"
"6114","0","lose","14/15","Claude Puel"
"6115","0","lose","14/15","Claude Puel"
"6116","1","draw","14/15","Claude Puel"
"6117","3","win","14/15","Claude Puel"
"6118","3","win","14/15","Claude Puel"
"6119","0","lose","14/15","Claude Puel"
"6120","3","win","14/15","Claude Puel"
"6121","0","lose","14/15","Claude Puel"
"6122","0","lose","14/15","Claude Puel"
"6123","0","lose","14/15","Claude Puel"
"6124","0","lose","14/15","Claude Puel"
"6125","3","win","14/15","Claude Puel"
"6126","0","lose","14/15","Claude Puel"
"6127","0","lose","14/15","Claude Puel"
"6128","1","draw","14/15","Claude Puel"
"6129","0","lose","13/14","Claude Puel"
"6130","0","lose","13/14","Claude Puel"
"6131","0","lose","13/14","Claude Puel"
"6132","1","draw","13/14","Claude Puel"
"6133","1","draw","13/14","Claude Puel"
"6134","3","win","13/14","Claude Puel"
"6135","0","lose","13/14","Claude Puel"
"6136","0","lose","13/14","Claude Puel"
"6137","3","win","13/14","Claude Puel"
"6138","3","win","13/14","Claude Puel"
"6139","0","lose","13/14","Claude Puel"
"6140","3","win","13/14","Claude Puel"
"6141","3","win","13/14","Claude Puel"
"6142","0","lose","13/14","Claude Puel"
"6143","0","lose","13/14","Claude Puel"
"6144","0","lose","13/14","Claude Puel"
"6145","0","lose","13/14","Claude Puel"
"6146","0","lose","13/14","Claude Puel"
"6147","0","lose","13/14","Claude Puel"
"6148","3","win","13/14","Claude Puel"
"6149","3","win","13/14","Claude Puel"
"6150","0","lose","13/14","Claude Puel"
"6151","0","lose","13/14","Claude Puel"
"6152","1","draw","12/13","Claude Puel"
"6153","3","win","12/13","Claude Puel"
"6154","0","lose","12/13","Claude Puel"
"6155","3","win","12/13","Claude Puel"
"6156","0","lose","12/13","Claude Puel"
"6157","0","lose","12/13","Claude Puel"
"6158","3","win","12/13","Claude Puel"
"6159","3","win","12/13","Claude Puel"
"6160","0","lose","12/13","Claude Puel"
"6161","3","win","12/13","Claude Puel"
"6162","0","lose","12/13","Claude Puel"
"6163","3","win","12/13","Claude Puel"
"6164","3","win","12/13","Claude Puel"
"6165","3","win","12/13","Claude Puel"
"6166","1","draw","12/13","Claude Puel"
"6167","3","win","12/13","Claude Puel"
"6168","1","draw","12/13","Claude Puel"
"6169","1","draw","12/13","Claude Puel"
"6170","1","draw","12/13","Claude Puel"
"6171","1","draw","12/13","Claude Puel"
"6172","1","draw","12/13","Claude Puel"
"6173","3","win","10/11","Claude Puel"
"6174","1","draw","10/11","Claude Puel"
"6175","3","win","10/11","Claude Puel"
"6176","3","win","10/11","Claude Puel"
"6177","3","win","10/11","Claude Puel"
"6178","1","draw","10/11","Claude Puel"
"6179","3","win","10/11","Claude Puel"
"6180","1","draw","10/11","Claude Puel"
"6181","3","win","10/11","Claude Puel"
"6182","1","draw","10/11","Claude Puel"
"6183","0","lose","10/11","Claude Puel"
"6184","3","win","10/11","Claude Puel"
"6185","1","draw","10/11","Claude Puel"
"6186","1","draw","10/11","Claude Puel"
"6187","1","draw","10/11","Claude Puel"
"6188","3","win","10/11","Claude Puel"
"6189","1","draw","10/11","Claude Puel"
"6190","3","win","10/11","Claude Puel"
"6191","1","draw","10/11","Claude Puel"
"6192","3","win","10/11","Claude Puel"
"6193","3","win","10/11","Claude Puel"
"6194","0","lose","10/11","Claude Puel"
"6195","1","draw","10/11","Claude Puel"
"6196","3","win","10/11","Claude Puel"
"6197","1","draw","10/11","Claude Puel"
"6198","3","win","09/10","Claude Puel"
"6199","3","win","09/10","Claude Puel"
"6200","0","lose","09/10","Claude Puel"
"6201","1","draw","09/10","Claude Puel"
"6202","0","lose","09/10","Claude Puel"
"6203","3","win","09/10","Claude Puel"
"6204","0","lose","09/10","Claude Puel"
"6205","1","draw","09/10","Claude Puel"
"6206","3","win","09/10","Claude Puel"
"6207","3","win","09/10","Claude Puel"
"6208","1","draw","09/10","Claude Puel"
"6209","0","lose","09/10","Claude Puel"
"6210","3","win","09/10","Claude Puel"
"6211","3","win","09/10","Claude Puel"
"6212","0","lose","09/10","Claude Puel"
"6213","3","win","09/10","Claude Puel"
"6214","3","win","09/10","Claude Puel"
"6215","1","draw","09/10","Claude Puel"
"6216","1","draw","09/10","Claude Puel"
"6217","1","draw","09/10","Claude Puel"
"6218","0","lose","09/10","Claude Puel"
"6219","0","lose","09/10","Claude Puel"
"6220","3","win","09/10","Claude Puel"
"6221","1","draw","09/10","Claude Puel"
"6222","3","win","09/10","Claude Puel"
"6223","3","win","09/10","Claude Puel"
"6224","3","win","09/10","Claude Puel"
"6225","1","draw","09/10","Claude Puel"
"6226","3","win","08/09","Claude Puel"
"6227","3","win","08/09","Claude Puel"
"6228","1","draw","08/09","Claude Puel"
"6229","1","draw","08/09","Claude Puel"
"6230","3","win","08/09","Claude Puel"
"6231","0","lose","08/09","Claude Puel"
"6232","0","lose","08/09","Claude Puel"
"6233","1","draw","08/09","Claude Puel"
"6234","3","win","08/09","Claude Puel"
"6235","1","draw","08/09","Claude Puel"
"6236","3","win","08/09","Claude Puel"
"6237","1","draw","08/09","Claude Puel"
"6238","1","draw","08/09","Claude Puel"
"6239","0","lose","08/09","Claude Puel"
"6240","3","win","08/09","Claude Puel"
"6241","3","win","08/09","Claude Puel"
"6242","3","win","08/09","Claude Puel"
"6243","3","win","08/09","Claude Puel"
"6244","1","draw","08/09","Claude Puel"
"6245","1","draw","08/09","Claude Puel"
"6246","1","draw","08/09","Claude Puel"
"6247","3","win","08/09","Claude Puel"
"6248","3","win","08/09","Claude Puel"
"6249","3","win","08/09","Claude Puel"
"6250","3","win","08/09","Claude Puel"
"6251","1","draw","07/08","Claude Puel"
"6252","1","draw","07/08","Claude Puel"
"6253","3","win","07/08","Claude Puel"
"6254","1","draw","07/08","Claude Puel"
"6255","3","win","07/08","Claude Puel"
"6256","3","win","07/08","Claude Puel"
"6257","0","lose","07/08","Claude Puel"
"6258","3","win","07/08","Claude Puel"
"6259","1","draw","07/08","Claude Puel"
"6260","1","draw","07/08","Claude Puel"
"6261","3","win","07/08","Claude Puel"
"6262","1","draw","07/08","Claude Puel"
"6263","1","draw","07/08","Claude Puel"
"6264","0","lose","07/08","Claude Puel"
"6265","3","win","07/08","Claude Puel"
"6266","1","draw","07/08","Claude Puel"
"6267","1","draw","07/08","Claude Puel"
"6268","1","draw","07/08","Claude Puel"
"6269","1","draw","07/08","Claude Puel"
"6270","1","draw","07/08","Claude Puel"
"6271","0","lose","06/07","Claude Puel"
"6272","0","lose","06/07","Claude Puel"
"6273","0","lose","06/07","Claude Puel"
"6274","0","lose","06/07","Claude Puel"
"6275","0","lose","06/07","Claude Puel"
"6276","0","lose","06/07","Claude Puel"
"6277","0","lose","06/07","Claude Puel"
"6278","0","lose","06/07","Claude Puel"
"6279","1","draw","06/07","Claude Puel"
"6280","3","win","06/07","Claude Puel"
"6281","1","draw","06/07","Claude Puel"
"6282","1","draw","06/07","Claude Puel"
"6283","3","win","06/07","Claude Puel"
"6284","1","draw","06/07","Claude Puel"
"6285","3","win","06/07","Claude Puel"
"6286","0","lose","06/07","Claude Puel"
"6287","0","lose","06/07","Claude Puel"
"6288","3","win","06/07","Claude Puel"
"6289","3","win","06/07","Claude Puel"
"6290","0","lose","06/07","Claude Puel"
"6291","0","lose","06/07","Claude Puel"
"6292","1","draw","06/07","Claude Puel"
"6293","3","win","06/07","Claude Puel"
"6294","3","win","06/07","Claude Puel"
"6295","3","win","06/07","Claude Puel"
"6296","3","win","05/06","Claude Puel"
"6297","3","win","05/06","Claude Puel"
"6298","1","draw","05/06","Claude Puel"
"6299","1","draw","05/06","Claude Puel"
"6300","1","draw","05/06","Claude Puel"
"6301","3","win","05/06","Claude Puel"
"6302","1","draw","05/06","Claude Puel"
"6303","3","win","05/06","Claude Puel"
"6304","0","lose","05/06","Claude Puel"
"6305","1","draw","05/06","Claude Puel"
"6306","0","lose","05/06","Claude Puel"
"6307","0","lose","05/06","Claude Puel"
"6308","1","draw","05/06","Claude Puel"
"6309","0","lose","05/06","Claude Puel"
"6310","1","draw","05/06","Claude Puel"
"6311","3","win","05/06","Claude Puel"
"6312","1","draw","05/06","Claude Puel"
"6313","3","win","05/06","Claude Puel"
"6314","1","draw","05/06","Claude Puel"
"6315","1","draw","05/06","Claude Puel"
"6316","0","lose","05/06","Claude Puel"
"6317","0","lose","05/06","Claude Puel"
"6318","1","draw","05/06","Claude Puel"
"6319","0","lose","05/06","Claude Puel"
"6320","3","win","05/06","Claude Puel"
"6321","0","lose","04/05","Claude Puel"
"6322","3","win","04/05","Claude Puel"
"6323","3","win","04/05","Claude Puel"
"6324","3","win","04/05","Claude Puel"
"6325","1","draw","04/05","Claude Puel"
"6326","0","lose","04/05","Claude Puel"
"6327","1","draw","04/05","Claude Puel"
"6328","1","draw","04/05","Claude Puel"
"6329","1","draw","04/05","Claude Puel"
"6330","1","draw","04/05","Claude Puel"
"6331","3","win","04/05","Claude Puel"
"6332","0","lose","04/05","Claude Puel"
"6333","3","win","04/05","Claude Puel"
"6334","1","draw","04/05","Claude Puel"
"6335","3","win","04/05","Claude Puel"
"6336","1","draw","04/05","Claude Puel"
"6337","3","win","04/05","Claude Puel"
"6338","3","win","04/05","Claude Puel"
"6339","0","lose","04/05","Claude Puel"
"6340","3","win","04/05","Claude Puel"
"6341","3","win","04/05","Claude Puel"
"6342","3","win","04/05","Claude Puel"
"6343","3","win","04/05","Claude Puel"
"6344","1","draw","04/05","Claude Puel"
"6345","3","win","04/05","Claude Puel"
"6346","3","win","04/05","Claude Puel"
"6347","3","win","03/04","Claude Puel"
"6348","3","win","03/04","Claude Puel"
"6349","0","lose","03/04","Claude Puel"
"6350","3","win","03/04","Claude Puel"
"6351","1","draw","03/04","Claude Puel"
"6352","3","win","03/04","Claude Puel"
"6353","0","lose","03/04","Claude Puel"
"6354","3","win","03/04","Claude Puel"
"6355","0","lose","03/04","Claude Puel"
"6356","3","win","03/04","Claude Puel"
"6357","0","lose","03/04","Claude Puel"
"6358","1","draw","03/04","Claude Puel"
"6359","1","draw","03/04","Claude Puel"
"6360","0","lose","03/04","Claude Puel"
"6361","0","lose","03/04","Claude Puel"
"6362","0","lose","03/04","Claude Puel"
"6363","0","lose","03/04","Claude Puel"
"6364","3","win","03/04","Claude Puel"
"6365","3","win","03/04","Claude Puel"
"6366","3","win","02/03","Claude Puel"
"6367","3","win","02/03","Claude Puel"
"6368","1","draw","02/03","Claude Puel"
"6369","1","draw","02/03","Claude Puel"
"6370","3","win","02/03","Claude Puel"
"6371","0","lose","02/03","Claude Puel"
"6372","0","lose","02/03","Claude Puel"
"6373","0","lose","02/03","Claude Puel"
"6374","0","lose","02/03","Claude Puel"
"6375","1","draw","02/03","Claude Puel"
"6376","0","lose","02/03","Claude Puel"
"6377","3","win","02/03","Claude Puel"
"6378","0","lose","02/03","Claude Puel"
"6379","1","draw","02/03","Claude Puel"
"6380","1","draw","02/03","Claude Puel"
"6381","0","lose","02/03","Claude Puel"
"6382","1","draw","02/03","Claude Puel"
"6383","0","lose","02/03","Claude Puel"
"6384","0","lose","02/03","Claude Puel"
"6385","1","draw","00/01","Claude Puel"
"6386","3","win","00/01","Claude Puel"
"6387","3","win","00/01","Claude Puel"
"6388","3","win","00/01","Claude Puel"
"6389","3","win","00/01","Claude Puel"
"6390","3","win","00/01","Claude Puel"
"6391","0","lose","00/01","Claude Puel"
"6392","3","win","00/01","Claude Puel"
"6393","0","lose","00/01","Claude Puel"
"6394","0","lose","00/01","Claude Puel"
"6395","0","lose","00/01","Claude Puel"
"6396","3","win","00/01","Claude Puel"
"6397","0","lose","00/01","Claude Puel"
"6398","1","draw","00/01","Claude Puel"
"6399","3","win","00/01","Claude Puel"
"6400","3","win","00/01","Claude Puel"
"6401","0","lose","00/01","Claude Puel"
"6402","1","draw","00/01","Claude Puel"
"6403","3","win","00/01","Claude Puel"
"6404","1","draw","00/01","Claude Puel"
"6405","0","lose","99/00","Claude Puel"
"6406","0","lose","99/00","Claude Puel"
"6407","0","lose","99/00","Claude Puel"
"6408","3","win","99/00","Claude Puel"
"6409","0","lose","99/00","Claude Puel"
"6410","3","win","99/00","Claude Puel"
"6411","3","win","99/00","Claude Puel"
"6412","3","win","99/00","Claude Puel"
"6413","0","lose","99/00","Claude Puel"
"6414","3","win","99/00","Claude Puel"
"6415","3","win","99/00","Claude Puel"
"6416","3","win","99/00","Claude Puel"
"6417","1","draw","99/00","Claude Puel"
"6418","3","win","99/00","Claude Puel"
"6419","3","win","99/00","Claude Puel"
"6420","3","win","99/00","Claude Puel"
"6421","3","win","99/00","Claude Puel"
"6422","3","win","99/00","Claude Puel"
"6423","3","win","99/00","Claude Puel"
"6424","3","win","99/00","Claude Puel"
"6425","1","draw","99/00","Claude Puel"
"6426","3","win","98/99","Claude Puel"
"6427","3","win","98/99","Claude Puel"
"6428","3","win","98/99","Claude Puel"
"6429","3","win","98/99","Claude Puel"
"6430","3","win","98/99","Claude Puel"
"6431","3","win","98/99","Claude Puel"
"6432","1","draw","99/00","Claude Puel"
"6433","1","draw","16/17","David Unsworth"
"6434","0","lose","16/17","David Unsworth"
"6435","0","lose","16/17","David Unsworth"
"6436","0","lose","16/17","David Unsworth"
"6437","3","win","16/17","David Unsworth"
"6438","3","win","16/17","David Unsworth"
"6439","3","win","16/17","David Unsworth"
"6440","3","win","15/16","David Unsworth"
"6441","3","win","15/16","David Unsworth"
"6442","3","win","15/16","David Unsworth"
"6443","1","draw","15/16","David Unsworth"
"6444","0","lose","15/16","David Unsworth"
"6445","3","win","15/16","David Unsworth"
"6446","1","draw","15/16","David Unsworth"
"6447","3","win","15/16","David Unsworth"
"6448","3","win","15/16","David Unsworth"
"6449","0","lose","15/16","David Unsworth"
"6450","1","draw","15/16","David Unsworth"
"6451","0","lose","15/16","David Unsworth"
"6452","3","win","14/15","David Unsworth"
"6453","0","lose","14/15","David Unsworth"
"6454","1","draw","14/15","David Unsworth"
"6455","0","lose","14/15","David Unsworth"
"6456","0","lose","14/15","David Unsworth"
"6457","3","win","14/15","David Unsworth"
"6458","3","win","14/15","David Unsworth"
"6459","3","win","14/15","David Unsworth"
"6460","3","win","14/15","David Unsworth"
"6461","0","lose","14/15","David Unsworth"
"6462","3","win","14/15","David Unsworth"
"6463","1","draw","11/12","David Unsworth"
"6464","1","draw","11/12","David Unsworth"
"6465","0","lose","10/11","David Unsworth"
"6466","3","win","16/17","David Unsworth"
"6467","1","draw","16/17","David Unsworth"
"6468","3","win","16/17","David Unsworth"
"6469","3","win","16/17","David Unsworth"
"6470","0","lose","16/17","David Unsworth"
"6471","3","win","16/17","David Unsworth"
"6472","3","win","16/17","David Unsworth"
"6473","1","draw","15/16","David Unsworth"
"6474","3","win","15/16","David Unsworth"
"6475","3","win","15/16","David Unsworth"
"6476","0","lose","15/16","David Unsworth"
"6477","3","win","15/16","David Unsworth"
"6478","3","win","15/16","David Unsworth"
"6479","1","draw","15/16","David Unsworth"
"6480","0","lose","15/16","David Unsworth"
"6481","3","win","15/16","David Unsworth"
"6482","1","draw","15/16","David Unsworth"
"6483","1","draw","15/16","David Unsworth"
"6484","3","win","14/15","David Unsworth"
"6485","0","lose","14/15","David Unsworth"
"6486","0","lose","14/15","David Unsworth"
"6487","0","lose","14/15","David Unsworth"
"6488","0","lose","14/15","David Unsworth"
"6489","1","draw","14/15","David Unsworth"
"6490","1","draw","14/15","David Unsworth"
"6491","0","lose","14/15","David Unsworth"
"6492","0","lose","14/15","David Unsworth"
"6493","3","win","14/15","David Unsworth"
"6494","0","lose","14/15","David Unsworth"
"6495","3","win","11/12","David Unsworth"
"6496","0","lose","11/12","David Unsworth"
"6497","3","win","11/12","David Unsworth"
"6498","0","lose","10/11","David Unsworth"
"6499","0","lose","16/17","David Moyes"
"6500","3","win","16/17","David Moyes"
"6501","0","lose","16/17","David Moyes"
"6502","0","lose","16/17","David Moyes"
"6503","0","lose","16/17","David Moyes"
"6504","0","lose","16/17","David Moyes"
"6505","1","draw","16/17","David Moyes"
