"","match_point","match_flag","coach_name","season_edits"
"12311",1,"draw","Jose Mourinho",2006
"12312",3,"win","Jose Mourinho",2006
"12313",1,"draw","Jose Mourinho",2006
"12314",3,"win","Jose Mourinho",2006
"12315",3,"win","Jose Mourinho",2006
"12316",3,"win","Jose Mourinho",2006
"12317",3,"win","Jose Mourinho",2006
"12318",3,"win","Jose Mourinho",2006
"12319",1,"draw","Jose Mourinho",2006
"12320",3,"win","Jose Mourinho",2006
"12321",3,"win","Jose Mourinho",2006
"12322",1,"draw","Jose Mourinho",2006
"12323",3,"win","Jose Mourinho",2006
"12324",0,"lose","Jose Mourinho",2006
"12325",3,"win","Jose Mourinho",2006
"12326",0,"lose","Jose Mourinho",2006
"12327",3,"win","Jose Mourinho",2006
"12328",3,"win","Jose Mourinho",2006
"12329",3,"win","Jose Mourinho",2006
"12330",3,"win","Jose Mourinho",2006
"12331",3,"win","Jose Mourinho",2006
"12332",3,"win","Jose Mourinho",2006
"12333",0,"lose","Jose Mourinho",2006
"12334",0,"lose","Jose Mourinho",2006
"12335",0,"lose","Jose Mourinho",2005
"12336",0,"lose","Jose Mourinho",2005
"12337",3,"win","Jose Mourinho",2005
"12338",1,"draw","Jose Mourinho",2005
"12339",3,"win","Jose Mourinho",2005
"12340",3,"win","Jose Mourinho",2005
"12341",3,"win","Jose Mourinho",2005
"12342",0,"lose","Jose Mourinho",2005
"12343",0,"lose","Jose Mourinho",2005
"12344",3,"win","Jose Mourinho",2005
"12345",1,"draw","Jose Mourinho",2005
"12346",3,"win","Jose Mourinho",2005
"12347",3,"win","Jose Mourinho",2005
"12348",3,"win","Jose Mourinho",2005
"12349",3,"win","Jose Mourinho",2005
"12350",1,"draw","Jose Mourinho",2005
"12351",3,"win","Jose Mourinho",2005
"12352",3,"win","Jose Mourinho",2005
"12353",0,"lose","Jose Mourinho",2005
"12354",0,"lose","Jose Mourinho",2005
"12355",3,"win","Jose Mourinho",2005
"12356",3,"win","Jose Mourinho",2005
"12357",3,"win","Jose Mourinho",2005
"12358",3,"win","Jose Mourinho",2005
"12359",3,"win","Jose Mourinho",2005
"12360",3,"win","Jose Mourinho",2005
"12361",3,"win","Jose Mourinho",2005
"12362",3,"win","Jose Mourinho",2004
"12363",0,"lose","Jose Mourinho",2004
"12364",1,"draw","Jose Mourinho",2004
"12365",1,"draw","Jose Mourinho",2004
"12366",1,"draw","Jose Mourinho",2004
"12367",3,"win","Jose Mourinho",2004
"12368",3,"win","Jose Mourinho",2004
"12369",3,"win","Jose Mourinho",2004
"12370",0,"lose","Jose Mourinho",2004
"12371",3,"win","Jose Mourinho",2004
"12372",3,"win","Jose Mourinho",2004
"12373",3,"win","Jose Mourinho",2004
"12374",3,"win","Jose Mourinho",2004
"12375",3,"win","Jose Mourinho",2004
"12376",3,"win","Jose Mourinho",2004
"12377",3,"win","Jose Mourinho",2004
"12378",1,"draw","Jose Mourinho",2004
"12379",3,"win","Jose Mourinho",2004
"12380",3,"win","Jose Mourinho",2004
"12381",1,"draw","Jose Mourinho",2004
"12382",3,"win","Jose Mourinho",2004
"12383",3,"win","Jose Mourinho",2004
"12384",3,"win","Jose Mourinho",2004
"12385",3,"win","Jose Mourinho",2004
"12386",3,"win","Jose Mourinho",2004
"12387",3,"win","Jose Mourinho",2004
"12388",3,"win","Jose Mourinho",2004
"12389",3,"win","Jose Mourinho",2004
"12390",3,"win","Jose Mourinho",2003
"12391",3,"win","Jose Mourinho",2003
"12392",1,"draw","Jose Mourinho",2003
"12393",3,"win","Jose Mourinho",2003
"12394",3,"win","Jose Mourinho",2003
"12395",3,"win","Jose Mourinho",2003
"12396",3,"win","Jose Mourinho",2003
"12397",3,"win","Jose Mourinho",2003
"12398",3,"win","Jose Mourinho",2003
"12399",1,"draw","Jose Mourinho",2003
"12400",3,"win","Jose Mourinho",2003
"12401",1,"draw","Jose Mourinho",2003
"12402",3,"win","Jose Mourinho",2003
"12403",1,"draw","Jose Mourinho",2002
"12404",3,"win","Jose Mourinho",2002
"12405",1,"draw","Jose Mourinho",2002
"12406",0,"lose","Jose Mourinho",2002
"12407",3,"win","Jose Mourinho",2002
"12408",3,"win","Jose Mourinho",2002
"12409",3,"win","Jose Mourinho",2001
"12410",0,"lose","Jose Mourinho",2001
"12411",3,"win","Jurgen Klopp",2016
"12412",1,"draw","Jurgen Klopp",2016
"12413",3,"win","Jurgen Klopp",2016
"12414",3,"win","Jurgen Klopp",2016
"12415",3,"win","Jurgen Klopp",2016
"12416",3,"win","Jurgen Klopp",2016
"12417",3,"win","Jurgen Klopp",2016
"12418",3,"win","Jurgen Klopp",2016
"12419",3,"win","Jurgen Klopp",2016
"12420",1,"draw","Jurgen Klopp",2015
"12421",3,"win","Jurgen Klopp",2015
"12422",0,"lose","Jurgen Klopp",2015
"12423",1,"draw","Jurgen Klopp",2015
"12424",3,"win","Jurgen Klopp",2015
"12425",3,"win","Jurgen Klopp",2015
"12426",1,"draw","Jurgen Klopp",2015
"12427",1,"draw","Jurgen Klopp",2015
"12428",3,"win","Jurgen Klopp",2015
"12429",0,"lose","Jurgen Klopp",2015
"12430",1,"draw","Jurgen Klopp",2015
"12431",0,"lose","Jurgen Klopp",2015
"12432",0,"lose","Jurgen Klopp",2015
"12433",1,"draw","Jurgen Klopp",2015
"12434",3,"win","Jurgen Klopp",2015
"12435",1,"draw","Jurgen Klopp",2015
"12436",3,"win","Jurgen Klopp",2015
"12437",3,"win","Jurgen Klopp",2015
"12438",0,"lose","Jurgen Klopp",2015
"12439",1,"draw","Jurgen Klopp",2015
"12440",3,"win","Jurgen Klopp",2015
"12441",3,"win","Jurgen Klopp",2015
"12442",0,"lose","Jurgen Klopp",2015
"12443",3,"win","Jurgen Klopp",2015
"12444",1,"draw","Jurgen Klopp",2015
"12445",1,"draw","Jurgen Klopp",2015
"12446",3,"win","Jurgen Klopp",2014
"12447",3,"win","Jurgen Klopp",2014
"12448",3,"win","Jurgen Klopp",2014
"12449",3,"win","Jurgen Klopp",2014
"12450",3,"win","Jurgen Klopp",2014
"12451",3,"win","Jurgen Klopp",2014
"12452",1,"draw","Jurgen Klopp",2014
"12453",3,"win","Jurgen Klopp",2014
"12454",0,"lose","Jurgen Klopp",2014
"12455",3,"win","Jurgen Klopp",2014
"12456",0,"lose","Jurgen Klopp",2014
"12457",0,"lose","Jurgen Klopp",2014
"12458",0,"lose","Jurgen Klopp",2014
"12459",3,"win","Jurgen Klopp",2014
"12460",0,"lose","Jurgen Klopp",2014
"12461",3,"win","Jurgen Klopp",2014
"12462",0,"lose","Jurgen Klopp",2014
"12463",0,"lose","Jurgen Klopp",2014
"12464",0,"lose","Jurgen Klopp",2014
"12465",3,"win","Jurgen Klopp",2014
"12466",1,"draw","Jurgen Klopp",2014
"12467",3,"win","Jurgen Klopp",2014
"12468",3,"win","Jurgen Klopp",2014
"12469",3,"win","Jurgen Klopp",2014
"12470",0,"lose","Jurgen Klopp",2013
"12471",3,"win","Jurgen Klopp",2013
"12472",3,"win","Jurgen Klopp",2013
"12473",3,"win","Jurgen Klopp",2013
"12474",3,"win","Jurgen Klopp",2013
"12475",3,"win","Jurgen Klopp",2013
"12476",3,"win","Jurgen Klopp",2013
"12477",0,"lose","Jurgen Klopp",2013
"12478",3,"win","Jurgen Klopp",2013
"12479",0,"lose","Jurgen Klopp",2013
"12480",3,"win","Jurgen Klopp",2013
"12481",3,"win","Jurgen Klopp",2013
"12482",0,"lose","Jurgen Klopp",2013
"12483",3,"win","Jurgen Klopp",2013
"12484",3,"win","Jurgen Klopp",2013
"12485",3,"win","Jurgen Klopp",2013
"12486",0,"lose","Jurgen Klopp",2013
"12487",3,"win","Jurgen Klopp",2013
"12488",3,"win","Jurgen Klopp",2013
"12489",3,"win","Jurgen Klopp",2013
"12490",3,"win","Jurgen Klopp",2013
"12491",0,"lose","Jurgen Klopp",2013
"12492",3,"win","Jurgen Klopp",2013
"12493",3,"win","Jurgen Klopp",2013
"12494",3,"win","Jurgen Klopp",2013
"12495",0,"lose","Jurgen Klopp",2012
"12496",1,"draw","Jurgen Klopp",2012
"12497",0,"lose","Jurgen Klopp",2012
"12498",3,"win","Jurgen Klopp",2012
"12499",3,"win","Jurgen Klopp",2012
"12500",3,"win","Jurgen Klopp",2012
"12501",3,"win","Jurgen Klopp",2012
"12502",0,"lose","Jurgen Klopp",2012
"12503",3,"win","Jurgen Klopp",2012
"12504",1,"draw","Jurgen Klopp",2012
"12505",1,"draw","Jurgen Klopp",2012
"12506",3,"win","Jurgen Klopp",2012
"12507",3,"win","Jurgen Klopp",2012
"12508",3,"win","Jurgen Klopp",2012
"12509",3,"win","Jurgen Klopp",2012
"12510",1,"draw","Jurgen Klopp",2012
"12511",3,"win","Jurgen Klopp",2012
"12512",3,"win","Jurgen Klopp",2012
"12513",1,"draw","Jurgen Klopp",2012
"12514",3,"win","Jurgen Klopp",2012
"12515",0,"lose","Jurgen Klopp",2012
"12516",1,"draw","Jurgen Klopp",2012
"12517",1,"draw","Jurgen Klopp",2012
"12518",3,"win","Jurgen Klopp",2012
"12519",1,"draw","Jurgen Klopp",2012
"12520",3,"win","Jurgen Klopp",2012
"12521",3,"win","Jurgen Klopp",2011
"12522",3,"win","Jurgen Klopp",2011
"12523",3,"win","Jurgen Klopp",2011
"12524",3,"win","Jurgen Klopp",2011
"12525",3,"win","Jurgen Klopp",2011
"12526",3,"win","Jurgen Klopp",2011
"12527",3,"win","Jurgen Klopp",2011
"12528",3,"win","Jurgen Klopp",2011
"12529",3,"win","Jurgen Klopp",2011
"12530",3,"win","Jurgen Klopp",2011
"12531",3,"win","Jurgen Klopp",2011
"12532",1,"draw","Jurgen Klopp",2011
"12533",1,"draw","Jurgen Klopp",2011
"12534",0,"lose","Jurgen Klopp",2011
"12535",3,"win","Jurgen Klopp",2011
"12536",1,"draw","Jurgen Klopp",2011
"12537",3,"win","Jurgen Klopp",2011
"12538",3,"win","Jurgen Klopp",2011
"12539",0,"lose","Jurgen Klopp",2011
"12540",0,"lose","Jurgen Klopp",2011
"12541",0,"lose","Jurgen Klopp",2011
"12542",3,"win","Jurgen Klopp",2011
"12543",3,"win","Jurgen Klopp",2011
"12544",0,"lose","Jurgen Klopp",2011
"12545",0,"lose","Jurgen Klopp",2010
"12546",0,"lose","Jurgen Klopp",2010
"12547",1,"draw","Jurgen Klopp",2010
"12548",1,"draw","Jurgen Klopp",2010
"12549",3,"win","Jurgen Klopp",2010
"12550",3,"win","Jurgen Klopp",2010
"12551",1,"draw","Jurgen Klopp",2010
"12552",1,"draw","Jurgen Klopp",2010
"12553",0,"lose","Jurgen Klopp",2010
"12554",3,"win","Jurgen Klopp",2010
"12555",3,"win","Jurgen Klopp",2010
"12556",3,"win","Jurgen Klopp",2010
"12557",3,"win","Jurgen Klopp",2010
"12558",3,"win","Jurgen Klopp",2010
"12559",1,"draw","Jurgen Klopp",2010
"12560",3,"win","Jurgen Klopp",2010
"12561",0,"lose","Jurgen Klopp",2010
"12562",3,"win","Jurgen Klopp",2010
"12563",3,"win","Jurgen Klopp",2010
"12564",3,"win","Jurgen Klopp",2010
"12565",0,"lose","Jurgen Klopp",2010
"12566",3,"win","Jurgen Klopp",2010
"12567",1,"draw","Jurgen Klopp",2009
"12568",1,"draw","Jurgen Klopp",2009
"12569",3,"win","Jurgen Klopp",2009
"12570",3,"win","Jurgen Klopp",2009
"12571",3,"win","Jurgen Klopp",2009
"12572",3,"win","Jurgen Klopp",2009
"12573",0,"lose","Jurgen Klopp",2009
"12574",3,"win","Jurgen Klopp",2009
"12575",3,"win","Jurgen Klopp",2009
"12576",3,"win","Jurgen Klopp",2009
"12577",1,"draw","Jurgen Klopp",2009
"12578",3,"win","Jurgen Klopp",2009
"12579",1,"draw","Jurgen Klopp",2009
"12580",3,"win","Jurgen Klopp",2009
"12581",3,"win","Jurgen Klopp",2009
"12582",0,"lose","Jurgen Klopp",2009
"12583",1,"draw","Jurgen Klopp",2009
"12584",3,"win","Jurgen Klopp",2009
"12585",1,"draw","Jurgen Klopp",2008
"12586",0,"lose","Jurgen Klopp",2008
"12587",3,"win","Jurgen Klopp",2008
"12588",3,"win","Jurgen Klopp",2008
"12589",3,"win","Jurgen Klopp",2008
"12590",1,"draw","Jurgen Klopp",2008
"12591",1,"draw","Jurgen Klopp",2008
"12592",1,"draw","Jurgen Klopp",2008
"12593",1,"draw","Jurgen Klopp",2008
"12594",3,"win","Jurgen Klopp",2008
"12595",1,"draw","Jurgen Klopp",2008
"12596",3,"win","Jurgen Klopp",2008
"12597",1,"draw","Jurgen Klopp",2008
"12598",1,"draw","Jurgen Klopp",2008
"12599",1,"draw","Jurgen Klopp",2008
"12600",3,"win","Jurgen Klopp",2008
"12601",0,"lose","Jurgen Klopp",2008
"12602",1,"draw","Jurgen Klopp",2008
"12603",1,"draw","Jurgen Klopp",2008
"12604",3,"win","Jurgen Klopp",2008
"12605",0,"lose","Jurgen Klopp",2007
"12606",3,"win","Jurgen Klopp",2007
"12607",3,"win","Jurgen Klopp",2007
"12608",3,"win","Jurgen Klopp",2007
"12609",1,"draw","Jurgen Klopp",2007
"12610",3,"win","Jurgen Klopp",2007
"12611",1,"draw","Jurgen Klopp",2007
"12612",0,"lose","Jurgen Klopp",2007
"12613",0,"lose","Jurgen Klopp",2007
"12614",3,"win","Jurgen Klopp",2007
"12615",3,"win","Jurgen Klopp",2007
"12616",0,"lose","Jurgen Klopp",2007
"12617",3,"win","Jurgen Klopp",2007
"12618",0,"lose","Jurgen Klopp",2007
"12619",0,"lose","Jurgen Klopp",2007
"12620",3,"win","Jurgen Klopp",2007
"12621",0,"lose","Jurgen Klopp",2007
"12622",3,"win","Jurgen Klopp",2007
"12623",3,"win","Jurgen Klopp",2006
"12624",0,"lose","Jurgen Klopp",2006
"12625",0,"lose","Jurgen Klopp",2006
"12626",0,"lose","Jurgen Klopp",2006
"12627",3,"win","Jurgen Klopp",2006
"12628",3,"win","Jurgen Klopp",2006
"12629",3,"win","Jurgen Klopp",2006
"12630",3,"win","Jurgen Klopp",2006
"12631",0,"lose","Jurgen Klopp",2006
"12632",1,"draw","Jurgen Klopp",2006
"12633",1,"draw","Jurgen Klopp",2006
"12634",0,"lose","Jurgen Klopp",2006
"12635",0,"lose","Jurgen Klopp",2006
"12636",0,"lose","Jurgen Klopp",2006
"12637",1,"draw","Jurgen Klopp",2006
"12638",0,"lose","Jurgen Klopp",2006
"12639",1,"draw","Jurgen Klopp",2006
"12640",1,"draw","Jurgen Klopp",2005
"12641",3,"win","Jurgen Klopp",2005
"12642",1,"draw","Jurgen Klopp",2005
"12643",0,"lose","Jurgen Klopp",2005
"12644",3,"win","Jurgen Klopp",2005
"12645",1,"draw","Jurgen Klopp",2005
"12646",0,"lose","Jurgen Klopp",2005
"12647",1,"draw","Jurgen Klopp",2005
"12648",3,"win","Jurgen Klopp",2005
"12649",3,"win","Jurgen Klopp",2005
"12650",0,"lose","Jurgen Klopp",2005
"12651",0,"lose","Jurgen Klopp",2005
"12652",1,"draw","Jurgen Klopp",2005
"12653",3,"win","Jurgen Klopp",2005
"12654",3,"win","Jurgen Klopp",2005
"12655",0,"lose","Jurgen Klopp",2005
"12656",3,"win","Jurgen Klopp",2005
"12657",1,"draw","Jurgen Klopp",2005
"12658",0,"lose","Jurgen Klopp",2005
"12659",3,"win","Jurgen Klopp",2005
"12660",3,"win","Jurgen Klopp",2005
"12661",3,"win","Jurgen Klopp",2004
"12662",0,"lose","Jurgen Klopp",2004
"12663",3,"win","Jurgen Klopp",2004
"12664",0,"lose","Jurgen Klopp",2004
"12665",3,"win","Jurgen Klopp",2004
"12666",3,"win","Jurgen Klopp",2004
"12667",1,"draw","Jurgen Klopp",2004
"12668",0,"lose","Jurgen Klopp",2004
"12669",0,"lose","Jurgen Klopp",2004
"12670",0,"lose","Jurgen Klopp",2004
"12671",3,"win","Jurgen Klopp",2004
"12672",1,"draw","Jurgen Klopp",2004
"12673",3,"win","Jurgen Klopp",2004
"12674",3,"win","Jurgen Klopp",2004
"12675",1,"draw","Jurgen Klopp",2004
"12676",1,"draw","Jurgen Klopp",2004
"12677",1,"draw","Jurgen Klopp",2004
"12678",3,"win","Jurgen Klopp",2004
"12679",3,"win","Jurgen Klopp",2003
"12680",3,"win","Jurgen Klopp",2003
"12681",3,"win","Jurgen Klopp",2003
"12682",1,"draw","Jurgen Klopp",2003
"12683",0,"lose","Jurgen Klopp",2003
"12684",1,"draw","Jurgen Klopp",2003
"12685",1,"draw","Jurgen Klopp",2003
"12686",1,"draw","Jurgen Klopp",2003
"12687",1,"draw","Jurgen Klopp",2003
"12688",1,"draw","Jurgen Klopp",2003
"12689",3,"win","Jurgen Klopp",2003
"12690",0,"lose","Jurgen Klopp",2003
"12691",3,"win","Jurgen Klopp",2003
"12692",0,"lose","Jurgen Klopp",2003
"12693",3,"win","Jurgen Klopp",2003
"12694",0,"lose","Jurgen Klopp",2003
"12695",3,"win","Jurgen Klopp",2003
"12696",3,"win","Jurgen Klopp",2003
"12697",3,"win","Jurgen Klopp",2002
"12698",3,"win","Jurgen Klopp",2002
"12699",3,"win","Jurgen Klopp",2002
"12700",3,"win","Jurgen Klopp",2002
"12701",0,"lose","Jurgen Klopp",2002
"12702",1,"draw","Jurgen Klopp",2002
"12703",3,"win","Jurgen Klopp",2002
"12704",0,"lose","Jurgen Klopp",2002
"12705",3,"win","Jurgen Klopp",2002
"12706",3,"win","Jurgen Klopp",2002
"12707",3,"win","Jurgen Klopp",2002
"12708",1,"draw","Jurgen Klopp",2002
"12709",1,"draw","Jurgen Klopp",2002
"12710",1,"draw","Jurgen Klopp",2002
"12711",3,"win","Jurgen Klopp",2002
"12712",0,"lose","Jurgen Klopp",2002
"12713",3,"win","Jurgen Klopp",2002
"12714",0,"lose","Jurgen Klopp",2001
"12715",1,"draw","Jurgen Klopp",2001
"12716",1,"draw","Jurgen Klopp",2001
"12717",3,"win","Jurgen Klopp",2001
"12718",0,"lose","Jurgen Klopp",2001
"12719",3,"win","Jurgen Klopp",2001
"12720",0,"lose","Jurgen Klopp",2001
"12721",1,"draw","Jurgen Klopp",2001
"12722",0,"lose","Jurgen Klopp",2001
"12723",0,"lose","Jurgen Klopp",2001
"12724",1,"draw","Jurgen Klopp",2001
"12725",3,"win","Jurgen Klopp",2001
"12726",3,"win","Jurgen Klopp",2001
"12727",3,"win","Jurgen Klopp",2001
"12728",3,"win","Jurgen Klopp",2001
"12729",3,"win","Jurgen Klopp",2001
"12730",3,"win","Jurgen Klopp",2001
"12731",0,"lose","Jurgen Klopp",2001
"12732",3,"win","Jurgen Klopp",2001
"12733",1,"draw","Jurgen Klopp",2000
"12734",1,"draw","Jurgen Klopp",2000
"12735",3,"win","Jurgen Klopp",2000
"12736",3,"win","Jurgen Klopp",2000
"12737",1,"draw","Jurgen Klopp",2000
"12738",3,"win","Jurgen Klopp",2016
"12739",3,"win","Jurgen Klopp",2016
"12740",3,"win","Jurgen Klopp",2016
"12741",1,"draw","Jurgen Klopp",2016
"12742",3,"win","Jurgen Klopp",2016
"12743",3,"win","Jurgen Klopp",2016
"12744",1,"draw","Jurgen Klopp",2016
"12745",0,"lose","Jurgen Klopp",2016
"12746",0,"lose","Jurgen Klopp",2015
"12747",1,"draw","Jurgen Klopp",2015
"12748",3,"win","Jurgen Klopp",2015
"12749",0,"lose","Jurgen Klopp",2015
"12750",3,"win","Jurgen Klopp",2015
"12751",3,"win","Jurgen Klopp",2015
"12752",1,"draw","Jurgen Klopp",2015
"12753",0,"lose","Jurgen Klopp",2015
"12754",3,"win","Jurgen Klopp",2015
"12755",3,"win","Jurgen Klopp",2015
"12756",3,"win","Jurgen Klopp",2015
"12757",3,"win","Jurgen Klopp",2015
"12758",1,"draw","Jurgen Klopp",2015
"12759",1,"draw","Jurgen Klopp",2015
"12760",3,"win","Jurgen Klopp",2015
"12761",0,"lose","Jurgen Klopp",2015
"12762",1,"draw","Jurgen Klopp",2015
"12763",0,"lose","Jurgen Klopp",2015
"12764",3,"win","Jurgen Klopp",2015
"12765",1,"draw","Jurgen Klopp",2015
"12766",0,"lose","Jurgen Klopp",2015
"12767",3,"win","Jurgen Klopp",2015
"12768",3,"win","Jurgen Klopp",2015
"12769",3,"win","Jurgen Klopp",2015
"12770",3,"win","Jurgen Klopp",2015
"12771",1,"draw","Jurgen Klopp",2015
"12772",0,"lose","Jurgen Klopp",2014
"12773",0,"lose","Jurgen Klopp",2014
"12774",1,"draw","Jurgen Klopp",2014
"12775",3,"win","Jurgen Klopp",2014
"12776",0,"lose","Jurgen Klopp",2014
"12777",0,"lose","Jurgen Klopp",2014
"12778",0,"lose","Jurgen Klopp",2014
"12779",1,"draw","Jurgen Klopp",2014
"12780",3,"win","Jurgen Klopp",2014
"12781",3,"win","Jurgen Klopp",2014
"12782",3,"win","Jurgen Klopp",2014
"12783",1,"draw","Jurgen Klopp",2014
"12784",1,"draw","Jurgen Klopp",2014
"12785",1,"draw","Jurgen Klopp",2014
"12786",0,"lose","Jurgen Klopp",2014
"12787",1,"draw","Jurgen Klopp",2014
"12788",3,"win","Jurgen Klopp",2014
"12789",3,"win","Jurgen Klopp",2014
"12790",3,"win","Jurgen Klopp",2014
"12791",0,"lose","Jurgen Klopp",2014
"12792",0,"lose","Jurgen Klopp",2014
"12793",0,"lose","Jurgen Klopp",2014
"12794",3,"win","Jurgen Klopp",2014
"12795",0,"lose","Jurgen Klopp",2014
"12796",3,"win","Jurgen Klopp",2014
"12797",3,"win","Jurgen Klopp",2013
"12798",1,"draw","Jurgen Klopp",2013
"12799",3,"win","Jurgen Klopp",2013
"12800",3,"win","Jurgen Klopp",2013
"12801",0,"lose","Jurgen Klopp",2013
"12802",1,"draw","Jurgen Klopp",2013
"12803",0,"lose","Jurgen Klopp",2013
"12804",3,"win","Jurgen Klopp",2013
"12805",3,"win","Jurgen Klopp",2013
"12806",3,"win","Jurgen Klopp",2013
"12807",3,"win","Jurgen Klopp",2013
"12808",1,"draw","Jurgen Klopp",2013
"12809",1,"draw","Jurgen Klopp",2013
"12810",0,"lose","Jurgen Klopp",2013
"12811",3,"win","Jurgen Klopp",2013
"12812",0,"lose","Jurgen Klopp",2013
"12813",0,"lose","Jurgen Klopp",2013
"12814",3,"win","Jurgen Klopp",2013
"12815",0,"lose","Jurgen Klopp",2013
"12816",3,"win","Jurgen Klopp",2013
"12817",1,"draw","Jurgen Klopp",2013
"12818",3,"win","Jurgen Klopp",2013
"12819",3,"win","Jurgen Klopp",2013
"12820",3,"win","Jurgen Klopp",2013
"12821",3,"win","Jurgen Klopp",2013
"12822",0,"lose","Jurgen Klopp",2012
"12823",1,"draw","Jurgen Klopp",2012
"12824",3,"win","Jurgen Klopp",2012
"12825",3,"win","Jurgen Klopp",2012
"12826",3,"win","Jurgen Klopp",2012
"12827",1,"draw","Jurgen Klopp",2012
"12828",3,"win","Jurgen Klopp",2012
"12829",3,"win","Jurgen Klopp",2012
"12830",0,"lose","Jurgen Klopp",2012
"12831",3,"win","Jurgen Klopp",2012
"12832",0,"lose","Jurgen Klopp",2012
"12833",3,"win","Jurgen Klopp",2012
"12834",3,"win","Jurgen Klopp",2012
"12835",0,"lose","Jurgen Klopp",2012
"12836",1,"draw","Jurgen Klopp",2012
"12837",3,"win","Jurgen Klopp",2012
"12838",3,"win","Jurgen Klopp",2012
"12839",1,"draw","Jurgen Klopp",2012
"12840",3,"win","Jurgen Klopp",2012
"12841",3,"win","Jurgen Klopp",2012
"12842",1,"draw","Jurgen Klopp",2012
"12843",3,"win","Jurgen Klopp",2012
"12844",0,"lose","Jurgen Klopp",2012
"12845",3,"win","Jurgen Klopp",2012
"12846",3,"win","Jurgen Klopp",2012
"12847",0,"lose","Jurgen Klopp",2012
"12848",3,"win","Jurgen Klopp",2011
"12849",3,"win","Jurgen Klopp",2011
"12850",3,"win","Jurgen Klopp",2011
"12851",1,"draw","Jurgen Klopp",2011
"12852",3,"win","Jurgen Klopp",2011
"12853",1,"draw","Jurgen Klopp",2011
"12854",3,"win","Jurgen Klopp",2011
"12855",3,"win","Jurgen Klopp",2011
"12856",3,"win","Jurgen Klopp",2011
"12857",3,"win","Jurgen Klopp",2011
"12858",3,"win","Jurgen Klopp",2011
"12859",0,"lose","Jurgen Klopp",2011
"12860",3,"win","Jurgen Klopp",2011
"12861",3,"win","Jurgen Klopp",2011
"12862",3,"win","Jurgen Klopp",2011
"12863",3,"win","Jurgen Klopp",2011
"12864",0,"lose","Jurgen Klopp",2011
"12865",3,"win","Jurgen Klopp",2011
"12866",3,"win","Jurgen Klopp",2011
"12867",1,"draw","Jurgen Klopp",2011
"12868",1,"draw","Jurgen Klopp",2011
"12869",0,"lose","Jurgen Klopp",2011
"12870",3,"win","Jurgen Klopp",2011
"12871",3,"win","Jurgen Klopp",2010
"12872",3,"win","Jurgen Klopp",2010
"12873",3,"win","Jurgen Klopp",2010
"12874",3,"win","Jurgen Klopp",2010
"12875",0,"lose","Jurgen Klopp",2010
"12876",3,"win","Jurgen Klopp",2010
"12877",1,"draw","Jurgen Klopp",2010
"12878",3,"win","Jurgen Klopp",2010
"12879",3,"win","Jurgen Klopp",2010
"12880",1,"draw","Jurgen Klopp",2010
"12881",3,"win","Jurgen Klopp",2010
"12882",3,"win","Jurgen Klopp",2010
"12883",3,"win","Jurgen Klopp",2010
"12884",1,"draw","Jurgen Klopp",2010
"12885",0,"lose","Jurgen Klopp",2010
"12886",1,"draw","Jurgen Klopp",2010
"12887",3,"win","Jurgen Klopp",2010
"12888",3,"win","Jurgen Klopp",2010
"12889",3,"win","Jurgen Klopp",2010
"12890",3,"win","Jurgen Klopp",2010
"12891",3,"win","Jurgen Klopp",2010
"12892",3,"win","Jurgen Klopp",2010
"12893",0,"lose","Jurgen Klopp",2009
"12894",3,"win","Jurgen Klopp",2009
"12895",0,"lose","Jurgen Klopp",2009
"12896",1,"draw","Jurgen Klopp",2009
"12897",3,"win","Jurgen Klopp",2009
"12898",0,"lose","Jurgen Klopp",2009
"12899",0,"lose","Jurgen Klopp",2009
"12900",0,"lose","Jurgen Klopp",2009
"12901",3,"win","Jurgen Klopp",2009
"12902",3,"win","Jurgen Klopp",2009
"12903",3,"win","Jurgen Klopp",2009
"12904",1,"draw","Jurgen Klopp",2009
"12905",0,"lose","Jurgen Klopp",2009
"12906",3,"win","Jurgen Klopp",2009
"12907",0,"lose","Jurgen Klopp",2009
"12908",1,"draw","Jurgen Klopp",2009
"12909",1,"draw","Jurgen Klopp",2009
"12910",0,"lose","Jurgen Klopp",2009
"12911",3,"win","Jurgen Klopp",2009
"12912",3,"win","Jurgen Klopp",2008
"12913",3,"win","Jurgen Klopp",2008
"12914",3,"win","Jurgen Klopp",2008
"12915",3,"win","Jurgen Klopp",2008
"12916",3,"win","Jurgen Klopp",2008
"12917",0,"lose","Jurgen Klopp",2008
"12918",1,"draw","Jurgen Klopp",2008
"12919",0,"lose","Jurgen Klopp",2008
"12920",0,"lose","Jurgen Klopp",2008
"12921",1,"draw","Jurgen Klopp",2008
"12922",3,"win","Jurgen Klopp",2008
"12923",0,"lose","Jurgen Klopp",2008
"12924",3,"win","Jurgen Klopp",2008
"12925",1,"draw","Jurgen Klopp",2008
"12926",0,"lose","Jurgen Klopp",2008
"12927",3,"win","Jurgen Klopp",2008
"12928",0,"lose","Jurgen Klopp",2008
"12929",3,"win","Jurgen Klopp",2008
"12930",3,"win","Jurgen Klopp",2008
"12931",3,"win","Jurgen Klopp",2007
"12932",0,"lose","Jurgen Klopp",2007
"12933",3,"win","Jurgen Klopp",2007
"12934",0,"lose","Jurgen Klopp",2007
"12935",1,"draw","Jurgen Klopp",2007
"12936",1,"draw","Jurgen Klopp",2007
"12937",1,"draw","Jurgen Klopp",2007
